time	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	adcr	adcp1	adcp2	adcp3	adcntc	ntcT	digT	p1	p2	p3	hvstate	pbsstate	ethstate	listpbs	sdstate	looptime
721	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	4.930256	4.217380	4.197419	4.201696	2.514286	26.000000	29.000000	97.544128	97.207672	97.245049	0	0	1	1	149	1150967
722	2	1	0	6	0	0	1	0	0	0	0	0	0	0	0	4.939927	4.213102	4.198845	4.200271	2.514286	26.000000	29.000000	97.290565	96.954758	96.992073	0	0	1	1	149	1203038
723	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.214528	4.198845	4.198845	2.515898	26.000000	29.000000	97.402496	96.618958	97.253250	0	0	1	1	149	1151018
724	2	2	2	1	0	0	0	0	1	0	0	0	0	0	0	4.939927	4.214528	4.198845	4.200271	2.515092	26.000000	29.000000	97.365181	96.954758	96.954758	0	0	1	1	149	1201304
726	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4.938315	4.210251	4.197419	4.198845	2.515092	26.000000	29.000000	97.326546	96.990623	97.065269	0	0	1	1	149	1151025
727	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.211677	4.198845	4.200271	2.516704	26.000000	29.000000	97.217308	96.918915	96.956223	0	0	1	1	149	1150977
728	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4.936703	4.218805	4.197419	4.201696	2.515898	26.000000	29.000000	97.437195	97.063843	97.101173	0	0	1	1	149	1169951
729	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.213102	4.200271	4.201696	2.517509	26.000000	29.000000	97.365181	96.954758	96.992073	0	0	1	1	149	1151026
730	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.213102	4.200271	4.200271	2.517509	26.000000	29.000000	97.365181	96.954758	97.029381	0	0	1	1	149	1150975
732	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.211677	4.197419	4.191716	2.515898	26.000000	29.000000	97.366508	96.844330	96.993515	0	0	1	1	149	1150978
733	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.938315	4.213102	4.203122	4.204548	2.515898	26.000000	29.000000	97.401169	97.065269	97.065269	0	0	1	1	149	1164602
734	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.213102	4.198845	4.200271	2.519121	26.000000	29.000000	97.291908	96.918915	96.956223	0	0	1	1	149	1152171
735	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4.938315	4.211677	4.198845	4.198845	2.519121	26.250000	29.000000	97.363846	96.990623	97.102592	0	0	1	1	149	1150970
736	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	4.938315	4.211677	4.198845	4.200271	2.518315	26.000000	29.000000	97.289207	96.953293	96.990623	0	0	1	1	149	1164594
738	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.215954	4.194568	4.194568	2.517509	26.000000	29.000000	98.447212	96.581650	96.693581	0	0	1	1	149	1151019
739	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4.936703	4.214528	4.201696	4.200271	2.519121	26.250000	29.000000	97.362526	97.026512	97.063843	0	0	1	1	149	1150965
740	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	4.938315	4.211677	4.197419	4.201696	2.520733	26.250000	29.000000	97.326546	96.990623	97.027954	0	0	1	1	149	1164590
741	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.938315	4.210251	4.197419	4.198845	2.520733	26.250000	29.000000	97.326546	96.990623	97.027954	0	0	1	1	149	1151016
742	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4.939927	4.211677	4.198845	4.200271	2.519927	26.250000	29.000000	97.290565	96.992073	96.954758	0	0	1	1	149	1150968
744	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4.938315	4.210251	4.198845	4.200271	2.521539	26.250000	29.000000	97.326546	96.990623	97.027954	0	0	1	1	149	1150965
