time	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	adcr	adcp1	adcp2	adcp3	adcntc	ntcT	digT	p1	p2	p3	hvstate	pbsstate	ethstate	listpbs	sdstate	looptime
1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	4.946374	4.221657	4.207399	4.207399	2.259634	20.750000	-59.500000	97.407738	96.886063	97.184158	0	0	1	1	-1	0
2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.217380	4.204548	4.205974	2.258022	20.750000	21.000000	97.367828	97.106819	97.106819	0	0	0	1	141	1351163
3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.218805	4.205974	4.205974	2.258828	20.750000	21.000000	97.441101	97.142723	97.142723	0	0	0	1	147	1367496
5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.217380	4.203122	4.201696	2.258828	20.750000	21.000000	97.367828	97.069534	97.032242	0	0	0	1	147	1276837
6	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.217380	4.203122	4.204548	2.259634	20.750000	21.000000	97.330536	97.032242	96.994949	0	0	0	1	147	1151586
7	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4.943151	4.215954	4.203122	4.201696	2.258828	20.750000	21.000000	97.405113	97.032242	97.032242	0	0	0	1	147	1151509
8	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.217380	4.203122	4.204548	2.258828	20.750000	21.000000	97.330536	96.994949	96.994949	0	0	0	1	147	1170446
9	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.215954	4.204548	4.203122	2.258828	20.750000	21.000000	97.293243	97.032242	96.957664	0	0	0	1	147	1150950
11	1	1	0	2	0	0	1	0	1	0	0	0	0	0	0	4.941538	4.213102	4.203122	4.203122	2.258828	20.750000	21.000000	97.291908	97.068123	96.993515	0	0	1	1	147	1151000
12	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.214528	4.203122	4.201696	2.259634	20.750000	21.000000	97.366508	97.068123	97.030815	0	0	1	1	148	1151006
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.218805	4.207399	4.207399	2.258828	20.750000	21.000000	97.477112	97.141312	97.178619	0	0	1	1	148	1164604
14	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.217380	4.190290	4.213102	2.259634	20.750000	21.000000	97.293243	97.032242	96.957664	0	0	1	1	148	1152169
15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.215954	4.203122	4.203122	2.259634	20.750000	21.500000	97.402496	97.066689	97.104012	0	0	1	1	148	1150978
17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.217380	4.203122	4.204548	2.260440	20.750000	21.000000	97.366508	97.068123	97.105423	0	0	1	1	148	1164700
18	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	4.941538	4.215954	4.201696	4.203122	2.260440	20.750000	21.500000	97.366508	97.068123	97.030815	0	0	1	1	148	1151015
19	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.215954	4.204548	4.184587	2.261245	20.750000	21.500000	97.403816	96.993515	97.030815	0	0	1	1	148	1150972
20	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	4.943151	4.214528	4.203122	4.203122	2.262051	20.750000	21.500000	97.330536	97.032242	96.994949	0	0	1	1	148	1150969
21	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	4.941538	4.215954	4.203122	4.201696	2.262051	20.750000	21.500000	97.366508	96.993515	96.993515	0	0	1	1	148	1176740
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.215954	4.203122	4.203122	2.262051	20.750000	21.500000	97.366508	97.030815	97.030815	0	0	1	1	148	1151011
24	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	4.943151	4.201696	4.193142	4.204548	2.262051	20.750000	21.500000	97.330536	97.069534	97.032242	0	0	1	1	148	1151072
25	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.217380	4.205974	4.204548	2.262051	20.750000	21.500000	97.439804	97.141312	97.104012	0	0	1	1	148	1164594
26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.215954	4.201696	4.201696	2.264469	20.750000	21.500000	97.515701	97.068123	96.993515	0	0	1	1	148	1152159
27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.218805	4.204548	4.201696	2.263663	20.750000	21.500000	97.329208	97.030815	96.993515	0	0	1	1	148	1150965
29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.218805	4.190290	4.213102	2.264469	20.750000	21.500000	97.291908	97.105423	97.030815	0	0	1	1	148	1150981
30	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.214528	4.201696	4.201696	2.266886	20.750000	21.500000	97.066689	97.104012	97.029381	0	0	1	1	148	1164634
31	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.215954	4.203122	4.201696	2.266081	20.750000	21.500000	97.402496	97.104012	97.029381	0	0	1	1	148	1151020
32	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.217380	4.203122	4.203122	2.266081	20.750000	21.500000	97.365181	97.104012	97.066689	0	0	1	1	148	1150978
