time	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	adcr	adcp1	adcp2	adcp3	adcntc	ntcT	digT	p1	p2	p3	hvstate	pbsstate	ethstate	listpbs	sdstate	looptime
1	1	3	2	1	0	0	0	1	0	0	0	0	0	0	0	4.946374	4.220231	4.207399	4.207399	2.175018	19.000000	-59.500000	97.333214	97.072372	96.997849	0	0	1	1	-1	0
2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.214528	4.201696	4.201696	2.174212	19.000000	19.500000	97.330536	96.994949	96.957664	0	0	0	1	141	1351346
3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	4.946374	4.210251	4.198845	4.203122	2.172601	18.750000	19.500000	97.221413	96.960587	96.960587	0	0	0	1	147	1367721
5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.214528	4.201696	4.203122	2.173407	19.000000	19.500000	97.329208	96.993515	97.068123	0	0	0	1	147	1298062
6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.213102	4.201696	4.203122	2.174212	19.000000	19.500000	97.293243	97.032242	96.994949	0	0	0	1	147	1151560
7	3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	4.941538	4.214528	4.204548	4.203122	2.174212	19.000000	19.500000	97.329208	97.105423	97.068123	0	0	0	1	147	1151483
8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.217380	4.201696	4.203122	2.173407	19.000000	19.500000	97.291908	96.993515	97.030815	0	0	0	1	147	1170421
9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.215954	4.204548	4.201696	2.174212	19.000000	19.500000	97.402496	97.178619	97.104012	0	0	0	1	147	1151519
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.214528	4.201696	4.198845	2.174212	19.000000	19.500000	97.293243	96.994949	96.994949	0	0	0	1	147	1151546
12	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	4.943151	4.214528	4.201696	4.198845	2.175018	19.000000	19.500000	97.293243	97.032242	96.957664	0	0	0	1	148	1151483
13	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4.938315	4.217380	4.204548	4.203122	2.174212	19.000000	19.500000	97.513153	97.139908	97.102592	0	0	0	1	148	1165416
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.214528	4.203122	4.201696	2.175018	19.000000	19.500000	97.293243	96.957664	96.845810	0	0	0	1	148	1152519
15	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	4.943151	4.214528	4.201696	4.198845	2.175824	19.000000	19.500000	96.957664	97.144104	96.808525	0	0	0	1	148	1151291
17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.213102	4.200271	4.200271	2.176630	19.000000	19.500000	97.293243	96.957664	96.920387	0	0	0	1	148	1165223
18	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.214528	4.201696	4.203122	2.176630	19.000000	19.500000	97.291908	96.956223	97.030815	0	0	0	1	148	1151534
19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.213102	4.203122	4.200271	2.176630	19.000000	19.500000	97.293243	96.957664	96.920387	0	0	0	1	148	1151557
20	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	4.941538	4.214528	4.198845	4.201696	2.177436	19.000000	19.500000	97.329208	96.993515	97.105423	0	0	0	1	148	1151494
21	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.213102	4.201696	4.203122	2.177436	19.000000	19.500000	97.291908	96.993515	97.030815	0	0	0	1	148	1165432
22	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	4.941538	4.213102	4.200271	4.203122	2.178242	19.000000	19.500000	97.329208	97.030815	97.068123	0	0	0	1	148	1151535
24	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.214528	4.198845	4.200271	2.178242	19.000000	19.500000	97.329208	96.993515	96.993515	0	0	0	1	148	1151557
25	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	4.938315	4.215954	4.205974	4.203122	2.178242	19.000000	19.500000	94.489929	96.841331	96.915970	0	0	0	1	148	1164494
26	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.214528	4.201696	4.198845	2.179048	19.000000	19.500000	97.329208	96.993515	96.956223	0	0	0	1	148	1152534
27	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.214528	4.201696	4.200271	2.179048	19.000000	20.000000	97.329208	96.695122	97.217308	0	0	0	1	148	1151307
28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.944762	4.214528	4.200271	4.187439	2.178242	19.000000	20.000000	97.518242	96.810020	96.884583	0	0	0	1	148	1151249
30	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.213102	4.200271	4.197419	2.180659	19.000000	20.000000	97.365181	97.104012	97.029381	0	0	0	1	148	1165187
31	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.215954	4.201696	4.198845	2.180659	19.000000	20.000000	97.291908	96.993515	96.918915	0	0	0	1	148	1151602
32	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.215954	4.200271	4.198845	2.181465	19.000000	20.000000	97.329208	96.993515	96.956223	0	0	0	1	148	1151624
33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.214528	4.200271	4.201696	2.183077	19.000000	20.000000	97.329208	96.993515	96.956223	0	0	0	1	148	1164562
