15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.187439	4.171755	4.171755	2.150037	18.500000	19.000000	96.547501	96.174629	96.211922	0	0	0	1	148	1151336
17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.183162	4.171755	4.170330	2.150037	18.500000	19.000000	96.508644	96.210220	96.172928	0	0	0	1	148	1164666
18	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.186013	4.173181	4.171755	2.150037	18.500000	19.000000	96.510231	96.211922	96.174629	0	0	0	1	148	1151016
19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.183162	4.170330	4.171755	2.150843	18.500000	19.000000	96.471336	96.210220	96.247528	0	0	0	1	148	1150970
20	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4.941538	4.184587	4.168904	4.173181	2.151649	18.500000	19.000000	96.545937	96.247528	96.210220	0	0	0	1	148	1150984
21	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.183162	4.170330	4.173181	2.152454	18.500000	19.000000	96.472946	96.174629	96.211922	0	0	0	1	148	1164624
23	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.184587	4.171755	4.170330	2.151649	18.500000	19.000000	96.583214	96.247528	96.284828	0	0	0	1	148	1151016
24	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.186013	4.170330	4.171755	2.150843	18.500000	19.000000	96.510231	96.062775	96.137352	0	0	0	1	148	1150973
25	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	4.941538	4.181736	4.173181	4.174607	2.151649	18.500000	19.000000	96.620522	96.322128	96.247528	0	0	0	1	148	1164608
26	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.183162	4.170330	4.170330	2.153260	18.500000	19.000000	96.472946	96.174629	95.988197	0	0	0	1	148	1152161
1443958770	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4.951209	4.174607	4.173181	4.166052	2.153260	18.500000	19.000000	96.294884	95.959824	95.959824	0	0	0	1	148	1184002
1443958771	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.181736	4.173181	4.171755	2.154066	18.500000	19.000000	96.472946	95.988197	95.950897	0	0	0	1	156	1167431
1443958772	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.183162	4.173181	4.171755	2.154066	18.500000	19.000000	96.435654	96.211922	95.876335	0	0	1	1	156	1164769
1443958773	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.183162	4.173181	4.168904	2.154872	18.500000	19.000000	96.472946	96.211922	96.100052	0	0	1	1	156	1167425
1443958774	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.183162	4.173181	4.168904	2.155678	18.500000	19.000000	96.472946	96.249207	96.137352	0	0	1	1	156	1167445
1443958776	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.181736	4.170330	4.168904	2.155678	18.500000	19.000000	96.544342	96.245827	96.208519	0	0	1	1	156	1164721
1443958777	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.183162	4.157498	4.177459	2.155678	18.500000	19.500000	96.434029	96.210220	96.172928	0	0	1	1	156	1167426
1443958778	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.181736	4.168904	4.168904	2.157290	18.500000	19.500000	96.508644	96.284828	96.172928	0	0	1	1	156	1167445
1443958779	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.186013	4.173181	4.171755	2.157290	18.500000	19.500000	96.284828	96.284828	96.172928	0	0	1	1	156	1164706
1443958780	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.183162	4.168904	4.168904	2.158901	18.750000	19.500000	96.544342	96.283150	96.208519	0	0	1	1	156	1168571
1443958782	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4.941538	4.183162	4.170330	4.168904	2.158901	18.500000	19.500000	96.508644	96.172928	96.172928	0	0	1	1	156	1167445
1443958783	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	4.941538	4.184587	4.170330	4.170330	2.160513	18.750000	19.500000	96.508644	96.172928	96.135620	0	0	1	1	156	1164701
1443958784	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	4.946374	4.174607	4.178885	4.164627	2.160513	18.500000	19.500000	96.401649	96.066277	96.029007	0	0	1	1	156	1167415
1443958785	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.183162	4.171755	4.168904	2.161319	18.750000	19.500000	96.581650	96.208519	96.171204	0	0	1	1	156	1167436
1443958786	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	4.939927	4.184587	4.170330	4.171755	2.162125	18.750000	19.500000	96.507027	96.208519	96.245827	0	0	1	1	156	1167435
1443958788	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.181736	4.170330	4.168904	2.162930	18.750000	19.500000	96.508644	96.210220	96.172928	0	0	1	1	156	1164698
1443958789	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.183162	4.170330	4.171755	2.164542	18.750000	19.500000	96.508644	96.210220	96.210220	0	0	1	1	156	1167416
1443958790	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.181736	4.168904	4.171755	2.164542	18.750000	19.500000	96.210220	96.434029	96.135620	0	0	1	1	156	1167435
1443958791	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.188865	4.173181	4.173181	2.164542	18.750000	19.500000	96.656265	96.283150	96.357773	0	0	1	1	156	1164701
1443958792	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.184587	4.170330	4.171755	2.166154	18.750000	19.500000	96.510231	96.137352	96.137352	0	0	1	1	156	1168561
1443958794	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.186013	4.168904	4.170330	2.166960	18.750000	19.500000	96.620522	96.172928	96.210220	0	0	1	1	156	1167435
1443958795	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.187439	4.173181	4.173181	2.166960	18.750000	19.500000	96.656265	96.245827	96.320457	0	0	1	1	156	1164699
1443958796	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.183162	4.171755	4.171755	2.167766	18.750000	19.500000	96.544342	96.208519	96.283150	0	0	1	1	156	1167425
1443958797	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.184587	4.170330	4.173181	2.170989	18.750000	19.500000	96.320457	96.283150	96.171204	0	0	1	1	156	1167445
1443958798	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.183162	4.170330	4.167478	2.170183	18.750000	19.500000	96.471336	96.172928	96.135620	0	0	1	1	156	1167444
1443958800	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.181736	4.168904	4.167478	2.171795	19.000000	19.500000	96.581650	96.245827	96.208519	0	0	1	1	156	1164710
1443958801	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4.936703	4.186013	4.171755	4.170330	2.171795	19.000000	19.500000	96.690475	96.317116	96.279785	0	0	1	1	156	1167428
1443958802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.184587	4.171755	4.173181	2.172601	19.000000	19.500000	96.544342	96.245827	96.245827	0	0	1	1	156	1167445
1443958803	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.186013	4.174607	4.174607	2.172601	19.000000	20.000000	96.581650	96.320457	96.283150	0	0	1	1	156	1164709
1443958804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.170330	4.161775	4.158924	2.173407	19.000000	20.000000	96.210220	95.986435	96.023727	0	0	1	1	156	1168569
1443958806	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.183162	4.173181	4.171755	2.175018	19.000000	20.000000	96.545937	96.322128	96.322128	0	0	1	1	156	1167440
1443958807	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.181736	4.168904	4.167478	2.176630	19.000000	20.000000	96.508644	96.210220	96.210220	0	0	1	1	156	1164689
