quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
2514	1000	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.954945	4.478974	3.323432	82.996323	0	82.955170	0.774834
2515	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.954945	4.478974	3.324858	83.037468	0	82.996323	0.774834
2516	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.959780	4.478974	3.327710	83.119781	0	83.044090	0.774834
2517	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.955751	4.478974	3.329136	83.160927	0	83.160927	0.774834
2518	1000	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.955751	4.474139	3.329136	83.264763	0	83.230125	0.774834
2519	1000	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.956557	4.478974	3.333413	83.284378	0	83.284378	0.774834
2520	1000	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	-2.50	-6.00	0.957363	4.478974	3.337690	83.407829	0	83.373177	0.774834
2521	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.958169	4.480586	3.337690	83.373177	0	83.332047	0.774834
2522	1000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.958169	4.478974	3.340542	83.490135	0	83.448990	0.774834
2523	1000	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	-2.50	-6.00	0.958974	4.482198	3.343393	83.503036	0	83.578865	0.774834
2524	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.958974	4.503150	3.343393	83.054359	0	83.641930	0.774834
2525	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.959780	4.480586	3.349096	83.702271	0	83.661133	0.774834
2526	1000	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.959780	4.480586	3.349096	83.702271	0	83.737045	0.774834
2527	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.50	-6.00	0.959780	4.478974	3.350522	83.778198	0	83.743408	0.774834
2528	1000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.00	-6.00	0.960586	4.482198	3.354799	83.832008	0	83.790894	0.774834
2529	1000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.00	-5.75	0.965421	4.498315	3.353373	83.444344	0	84.012566	0.774834
2530	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.00	-6.00	0.961392	4.480586	3.359076	83.990234	0	83.955391	0.774834
2531	1000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.00	-5.75	0.962198	4.482198	3.359076	83.955391	0	83.955391	0.774834
2532	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.00	-6.00	0.962198	4.483809	3.363354	84.043877	0	84.002762	0.774834
2533	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.00	-5.75	0.963004	4.483809	3.314878	82.646240	0	84.183502	0.774834
