quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
4042	1000	18	22	24	0	5	8	0	1	0	0	0	0	0	0	0	2.00	0.00	1.263590	4.852894	0.919611	11.569903	1	11.607883	102.406670
4043	1000	30	20	28	0	4	10	0	2	0	0	0	0	0	0	0	2.00	0.00	1.263590	4.851282	0.915334	11.464061	1	11.586186	102.406670
4044	1000	33	31	25	0	11	9	0	2	0	0	1	0	0	0	0	2.00	0.00	1.261978	4.849670	0.919611	11.586186	1	11.569903	102.406670
4045	1000	27	25	17	0	6	6	0	4	0	0	0	0	0	0	0	2.00	0.00	1.263590	4.852894	0.919611	11.569903	1	10.833963	102.406670
4046	1000	30	25	28	0	4	12	0	2	0	0	0	0	0	0	0	2.00	0.00	1.261978	4.846447	0.919611	11.602491	1	11.578042	102.406670
4047	1000	28	33	26	0	7	5	0	3	0	0	0	0	0	0	0	2.00	0.00	1.262784	4.851282	0.921037	11.616035	1	11.599739	102.406670
4048	1000	21	16	23	0	4	9	0	1	0	0	0	0	0	0	0	2.00	0.00	1.262784	4.852894	0.918186	11.531921	1	11.447865	102.406670
4049	1000	26	27	33	0	4	5	0	4	0	0	0	0	0	0	0	2.00	0.00	1.261978	4.849670	0.916760	11.510172	1	11.510172	102.406670
4050	1000	31	30	27	0	13	7	0	3	0	0	0	0	0	0	0	2.00	0.00	1.262784	4.852894	0.918186	11.531921	1	11.523800	102.406670
4051	1000	23	26	23	0	4	4	0	4	0	0	0	0	0	0	0	2.00	0.00	1.261978	4.849670	0.916760	11.510172	1	11.510172	102.406670
4052	1000	26	23	30	0	4	11	0	1	0	0	0	0	0	0	0	2.00	0.00	1.261978	4.849670	0.913908	11.434162	1	11.542702	102.406670
4053	1000	35	32	27	0	8	8	0	2	0	0	0	0	0	0	0	2.00	0.00	1.261172	4.849670	0.918186	11.548179	1	11.531921	102.406670
4054	1000	19	30	23	0	7	3	0	1	0	0	0	0	0	0	0	2.00	0.00	1.261978	4.849670	0.918186	11.548179	1	11.493941	102.406670
4055	1000	43	34	30	0	12	12	0	2	0	0	0	0	0	0	0	2.00	0.00	1.261978	4.851282	0.915334	11.464061	1	11.295991	102.406670
4056	1000	30	24	31	0	6	8	0	3	0	0	0	0	0	0	0	2.00	0.00	1.261978	4.852894	0.908205	11.266055	1	11.488397	102.406670
4057	1000	30	31	26	0	5	10	0	3	0	0	0	0	0	0	0	2.00	0.00	1.260366	4.848059	0.915334	11.480280	1	11.502053	102.406670
4058	1000	29	24	36	0	11	8	0	3	0	0	1	0	0	0	0	2.00	0.00	1.260366	4.849670	0.915334	11.472167	1	11.426068	102.406670
4059	1000	26	27	26	0	7	10	0	3	0	0	2	0	0	0	0	2.00	0.00	1.260366	4.846447	0.912483	11.412334	1	11.428533	102.406670
4060	1000	27	31	25	0	6	8	0	1	0	0	0	0	0	0	0	2.00	0.00	1.259561	4.848059	0.915334	11.480280	1	11.472167	102.406670
4061	1000	24	30	22	0	9	4	0	0	0	0	0	0	0	0	0	2.00	0.00	1.260366	4.846447	0.935295	12.020833	1	11.428533	102.406670
4062	1000	21	33	25	0	3	9	0	0	0	0	0	0	0	0	0	2.00	0.00	1.259561	4.848059	0.912483	11.404242	1	11.388074	102.406670
4063	1000	32	27	24	0	6	7	0	1	0	0	0	0	0	0	0	2.00	0.00	1.260366	4.848059	0.912483	11.404242	1	11.388074	102.406670
4064	1000	33	26	38	0	4	12	0	4	0	0	0	0	0	0	0	2.00	0.00	1.260366	4.849670	0.912483	11.396156	1	11.388074	102.406670
4065	1000	30	27	35	0	6	11	0	4	0	0	0	0	0	0	0	2.00	0.00	1.259561	4.851282	0.911057	11.350081	1	11.420431	102.406670
4066	1000	29	31	32	0	8	5	0	5	0	0	1	0	0	0	0	2.00	0.00	1.257949	4.841612	0.912483	11.436642	1	11.420431	102.406670
4067	1000	22	23	25	0	6	8	0	4	0	0	1	0	0	0	0	2.00	0.00	1.258755	4.849670	0.913908	11.434162	1	11.274094	102.406670
4068	1000	23	27	18	0	9	5	0	2	0	0	1	0	0	0	0	2.00	0.00	1.258755	4.848059	0.908205	11.290186	1	11.396156	102.406670
4069	1000	27	26	33	0	8	9	0	4	0	0	1	0	0	0	0	2.00	0.00	1.257949	4.846447	0.912483	11.412334	1	11.404242	102.406670
4070	1000	32	20	29	0	4	7	0	2	0	0	1	0	0	0	0	2.00	0.00	1.257949	4.844835	0.902502	11.154124	1	11.352418	102.406670
4071	1000	20	27	19	0	6	4	0	2	0	0	0	0	0	0	0	2.00	0.00	1.257143	4.844835	0.908205	11.306298	1	11.290186	102.406670
4072	1000	25	28	28	0	9	8	0	2	0	0	0	0	0	0	0	2.00	0.00	1.257949	4.848059	0.908205	11.290186	1	11.320142	102.406670
4073	1000	29	29	26	0	11	6	0	4	0	0	0	0	0	0	0	2.00	0.00	1.256337	4.844835	0.908205	11.306298	1	11.238250	102.406670
4074	1000	29	28	29	0	7	8	0	2	0	0	0	0	0	0	0	2.00	0.00	1.257949	4.848059	0.903928	11.176131	1	11.322432	102.406670
4075	1000	20	28	17	0	8	1	0	4	0	0	1	0	0	0	0	2.00	0.00	1.256337	4.843224	0.909631	11.352418	1	11.298240	102.406670
4076	1000	27	22	24	0	2	7	0	1	0	0	0	0	0	0	0	2.00	0.00	1.256337	4.844835	0.908205	11.306298	1	11.336269	102.406670
4077	1000	20	31	26	0	8	8	0	3	0	0	1	0	0	0	0	2.00	0.00	1.256337	4.846447	0.906780	11.260208	1	11.252167	102.406670
