quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
2092	1000	5	5	3	0	3	1	0	0	0	0	0	0	0	0	0	19.00	17.50	2.179048	5.141392	2.556377	51.350456	1	51.366146	102.406670
2093	1000	4	6	1	0	2	1	0	0	0	0	0	0	0	0	0	19.50	17.50	2.175824	5.136557	2.543545	51.088013	1	51.375076	102.406670
2094	1000	5	4	4	0	2	1	0	1	0	0	0	0	0	0	0	19.00	17.50	2.176630	5.139781	2.553525	51.298893	1	51.314606	102.406670
2095	1000	5	4	4	0	3	2	0	1	0	0	0	0	0	0	0	19.00	17.50	2.176630	5.139781	2.553525	51.298893	1	51.278759	102.406670
2096	1000	5	4	3	0	3	1	0	0	0	0	0	0	0	0	0	19.00	17.50	2.178242	5.143004	2.552100	51.222794	1	51.319038	102.406670
2097	1000	4	5	6	0	4	1	0	1	0	0	1	0	0	0	0	19.00	17.50	2.178242	5.144616	2.542120	50.951916	1	51.227169	102.406670
2098	1000	2	3	3	0	1	1	0	0	0	0	0	0	0	0	0	19.00	17.50	2.173407	5.138169	2.549248	51.211418	1	51.155453	102.406670
2099	1000	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	19.00	17.25	2.171795	5.139781	2.547822	51.155453	1	50.848564	102.406670
2100	1000	7	6	5	0	3	2	0	0	0	0	0	0	0	0	0	19.00	17.25	2.174212	5.143004	2.546397	51.079445	1	51.115284	102.406670
2101	1000	4	2	3	0	1	0	0	0	0	0	0	0	0	0	0	19.00	17.25	2.173407	5.141392	2.544971	51.063663	1	51.099506	102.406670
2102	1000	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	19.00	17.25	2.172601	5.139781	2.532139	50.760975	1	51.144005	102.406670
2103	1000	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	19.00	17.25	2.168571	5.138169	2.544971	51.103809	1	51.012009	102.406670
2104	1000	4	3	3	0	1	1	0	0	0	0	0	0	0	0	0	19.00	17.25	2.170989	5.143004	2.544971	51.043613	1	51.023567	102.406670
2105	1000	3	3	3	0	1	0	0	1	0	0	0	0	0	0	0	19.00	17.25	2.170183	5.138169	2.540694	50.996189	1	50.653397	102.406670
2106	1000	2	4	1	0	1	0	0	0	0	0	0	0	0	0	0	19.00	17.25	2.170989	5.139781	2.530713	50.725117	1	51.056396	102.406670
2107	1000	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	19.00	17.25	2.166154	5.136557	2.537842	50.944477	1	50.940285	102.406670
2108	1000	2	3	3	0	1	1	0	0	0	0	0	0	0	0	0	19.00	17.25	2.163736	5.139781	2.536417	50.868568	1	50.848564	102.406670
2109	1000	1	2	5	0	0	1	0	0	0	0	0	0	0	0	0	19.00	17.25	2.165348	5.139781	2.536417	50.868568	1	50.848564	102.406670
2110	1000	2	4	1	0	0	1	0	0	0	0	0	0	0	0	0	19.00	17.25	2.166960	5.141392	2.537842	50.884411	1	50.812706	102.406670
2111	1000	6	7	3	0	5	0	0	0	0	0	0	0	0	0	0	19.00	17.25	2.164542	5.139781	2.448020	48.645203	1	50.836830	102.406670
2112	1000	5	3	2	0	1	2	0	0	0	0	0	0	0	0	0	19.00	17.25	2.162930	5.136557	2.530713	50.765064	1	50.709209	102.406670
2113	1000	3	4	2	0	1	1	0	0	0	0	0	0	0	0	0	19.00	17.25	2.163736	5.139781	2.533565	50.796833	1	50.796833	102.406670
2114	1000	2	3	5	0	0	2	0	0	0	0	0	0	0	0	0	19.00	17.00	2.160513	5.143004	2.533565	50.756897	1	50.374832	102.406670
2115	1000	1	1	2	0	1	1	0	1	0	0	1	0	0	0	0	19.00	17.00	2.157290	5.139781	2.529288	50.689255	1	50.705162	102.406670
2116	1000	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	19.00	17.00	2.154872	5.131722	2.526436	50.717319	1	50.713264	102.406670
2117	1000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19.00	17.00	2.154066	5.136557	2.525010	50.621532	1	50.617538	102.406670
2118	1000	2	4	4	0	1	1	0	0	0	0	0	0	0	0	0	18.50	17.00	2.152454	5.139781	2.523585	50.545815	1	50.509949	102.406670
2119	1000	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	18.50	17.00	2.153260	5.139781	2.523585	50.545815	1	50.545815	102.406670
2120	1000	2	4	3	0	2	0	0	0	0	0	0	0	0	0	0	18.50	17.00	2.156484	5.139781	2.503624	50.043762	1	50.549759	102.406670
2121	1000	7	4	5	0	2	1	0	0	0	0	0	0	0	0	0	19.00	17.00	2.154066	5.136557	2.520733	50.513878	1	50.474091	102.406670
2122	1000	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	19.00	17.00	2.155678	5.139781	2.519307	50.438232	1	50.418365	102.406670
2123	1000	4	3	3	0	2	1	0	0	0	0	0	0	0	0	0	19.00	17.00	2.154872	5.138169	2.515030	50.350491	1	50.314621	102.406670
2124	1000	4	3	3	0	0	2	0	0	0	0	0	0	0	0	0	19.00	17.00	2.155678	5.139781	2.515030	50.330654	1	50.330654	102.406670
2125	1000	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	18.50	17.00	2.154066	5.134945	2.516456	50.426109	1	50.406227	102.406670
2126	1000	2	3	2	0	0	1	0	0	0	0	0	0	0	0	0	18.50	17.00	2.154066	5.136557	2.513604	50.334461	1	50.294788	102.406670
2127	1000	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	18.50	17.00	2.153260	5.139781	2.510753	50.223068	1	50.167427	102.406670
2128	1000	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	18.50	17.00	2.154066	5.139781	2.509327	50.187210	1	50.187210	102.406670
2129	1000	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	19.00	17.00	2.154066	5.139781	2.499347	49.936184	1	50.234322	102.406670
2130	1000	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	19.00	17.00	2.153260	5.134945	2.503624	50.103058	1	50.119167	102.406670
2131	1000	2	3	5	0	0	2	0	0	0	0	0	0	0	0	0	19.00	17.00	2.154872	5.136557	2.503624	50.083279	1	50.119167	102.406670
2132	1000	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	19.00	17.00	2.153260	5.141392	2.505050	50.059875	1	50.004292	102.406670
2133	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18.50	17.00	2.150843	5.139781	2.505050	50.079628	1	49.952320	102.406670
2134	1000	2	4	3	0	1	1	0	0	0	0	0	0	0	0	0	18.50	17.00	2.146007	5.131722	2.500772	50.070812	1	50.015129	102.406670
2135	1000	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.144396	5.133334	2.496495	49.943321	1	49.867981	102.406670
2136	1000	3	3	2	0	0	1	0	0	0	0	0	0	0	0	0	18.50	17.00	2.149231	5.139781	2.497921	49.900318	1	49.900318	102.406670
2137	1000	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	18.50	17.00	2.150843	5.138169	2.493644	49.812416	1	49.721024	102.406670
2138	1000	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	18.50	17.00	2.149231	5.136557	2.480812	49.509151	1	49.839111	102.406670
2139	1000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.143590	5.133334	2.492218	49.835606	1	49.744114	102.406670
2140	1000	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.145201	5.139781	2.492218	49.756882	1	49.528748	102.406670
2141	1000	3	2	5	0	0	2	0	1	0	0	0	0	0	0	0	18.50	16.75	2.141172	5.138169	2.487941	49.668926	1	49.652683	102.406670
2142	1000	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.138755	5.136557	2.487941	49.688568	1	49.708218	102.406670
2143	1000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.137143	5.133334	2.486515	49.691982	1	49.727890	102.406670
2144	1000	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.140366	5.136557	2.485089	49.616802	1	49.633057	102.406670
2145	1000	4	2	3	0	0	2	0	0	0	0	0	0	0	0	0	18.50	16.75	2.141172	5.136557	2.482238	49.545036	1	49.489567	102.406670
2146	1000	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.142784	5.138169	2.480812	49.489567	1	49.453697	102.406670
2147	1000	5	7	5	0	2	3	0	1	0	0	0	0	0	0	0	18.50	16.75	2.140366	5.143004	2.469406	49.144176	1	49.496147	102.406670
2148	1000	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.136337	5.136557	2.479386	49.473270	1	49.417828	102.406670
2149	1000	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	18.50	16.75	2.136337	5.136557	2.476535	49.401505	1	49.421070	102.406670
2150	1000	4	7	2	0	2	1	0	0	0	0	0	0	0	0	0	18.50	16.75	2.137143	5.138169	2.476535	49.381950	1	49.434139	102.406670
2151	1000	7	5	4	0	2	1	0	0	0	0	0	0	0	0	0	18.50	16.75	2.136337	5.136557	2.475109	49.365620	1	49.274338	102.406670
2152	1000	3	3	3	0	1	2	0	0	0	0	0	0	0	0	0	18.50	16.50	2.132308	5.133334	2.465129	49.153393	1	49.388397	102.406670
2153	1000	4	2	4	0	0	2	0	0	0	0	0	0	0	0	0	18.50	16.50	2.129890	5.134945	2.470832	49.277489	1	49.257965	102.406670
2154	1000	4	1	3	0	1	0	0	0	0	0	0	0	0	0	0	18.50	16.50	2.128278	5.134945	2.470832	49.277489	1	49.257965	102.406670
2155	1000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.50	2.128278	5.136557	2.466554	49.150318	1	49.133907	102.406670
2156	1000	4	6	4	0	0	2	0	0	0	0	0	0	0	0	0	18.00	16.50	2.129890	5.136557	2.456574	48.899139	1	49.192402	102.406670
2157	1000	4	1	3	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.50	2.129890	5.136557	2.466554	49.150318	1	49.114437	102.406670
2158	1000	1	1	5	0	0	0	0	1	0	0	0	0	0	0	0	18.50	16.50	2.129890	5.133334	2.463703	49.117485	1	48.808002	102.406670
2159	1000	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	18.50	16.50	2.132308	5.134945	2.465129	49.133907	1	49.114437	102.406670
2160	1000	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	18.50	16.50	2.131502	5.134945	2.462277	49.062119	1	49.078552	102.406670
2161	1000	3	3	4	0	1	1	0	0	0	0	0	0	0	0	0	18.50	16.50	2.129890	5.133334	2.450871	48.794338	1	49.140049	102.406670
2162	1000	3	2	2	0	1	1	0	0	0	0	0	0	0	0	0	18.50	16.50	2.129084	5.131722	2.458000	48.993313	1	49.026230	102.406670
2163	1000	4	2	3	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.50	2.130696	5.134945	2.459426	48.990334	1	48.990334	102.406670
2164	1000	4	6	2	0	4	1	0	2	0	0	1	0	0	0	0	18.50	16.50	2.130696	5.134945	2.456574	48.918545	1	48.667286	102.406670
2165	1000	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	18.00	16.50	2.127473	5.134945	2.445168	48.631390	1	48.996288	102.406670
2166	1000	3	1	5	0	0	2	0	0	0	0	0	0	0	0	0	18.00	16.50	2.125861	5.133334	2.458000	48.973869	1	48.882648	102.406670
2167	1000	5	2	1	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.50	2.125861	5.134945	2.455148	48.882648	1	48.827374	102.406670
2168	1000	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	18.00	16.50	2.126667	5.136557	2.453723	48.827374	1	48.827374	102.406670
2169	1000	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.50	2.126667	5.138169	2.453723	48.808002	1	48.794338	102.406670
2170	1000	2	2	5	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.50	2.127473	5.131722	2.490792	49.819401	1	48.741890	102.406670
2171	1000	4	3	4	0	0	2	0	0	0	0	0	0	0	0	0	18.00	16.50	2.129084	5.133334	2.449445	48.758438	1	48.774971	102.406670
2172	1000	4	3	5	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.50	2.127473	5.136557	2.449445	48.719723	1	48.700386	102.406670
2173	1000	4	2	4	0	1	2	0	0	0	0	0	0	0	0	0	18.00	16.50	2.129084	5.136557	2.448020	48.683842	1	48.634140	102.406670
2174	1000	3	3	3	0	1	0	0	0	0	0	0	0	0	0	0	18.00	16.50	2.127473	5.133334	2.435188	48.399376	1	48.744713	102.406670
2175	1000	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	18.00	16.50	2.125861	5.131722	2.445168	48.670059	1	48.614815	102.406670
2176	1000	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.50	2.122638	5.133334	2.445168	48.650719	1	48.217358	102.406670
2177	1000	3	4	3	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.50	2.124249	5.133334	2.442317	48.578907	1	48.543003	102.406670
2178	1000	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.50	2.121832	5.134945	2.440891	48.523708	1	48.559605	102.406670
2179	1000	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	18.00	16.50	2.120220	5.131722	2.428059	48.239044	1	48.493130	102.406670
2180	1000	4	2	3	0	2	1	0	0	0	0	0	0	0	0	0	18.00	16.50	2.121026	5.130110	2.433762	48.401978	1	48.382713	102.406670
2181	1000	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.50	2.122638	5.133334	2.435188	48.399376	1	48.308338	102.406670
2182	1000	4	5	2	0	2	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.116996	5.133334	2.433762	48.363468	1	48.236549	102.406670
2183	1000	4	4	4	0	1	1	0	1	0	0	0	0	0	0	0	18.00	16.25	2.115385	5.133334	2.430911	48.291653	1	48.291653	102.406670
2184	1000	2	4	3	0	0	2	0	0	0	0	0	0	0	0	0	18.00	16.25	2.110549	5.125275	2.428059	48.315990	1	48.332687	102.406670
2185	1000	3	3	3	0	0	1	0	1	0	0	0	0	0	0	0	18.00	16.25	2.112967	5.134945	2.433762	48.344227	1	48.289124	102.406670
2186	1000	2	4	4	0	1	2	0	2	0	0	1	0	0	0	0	18.00	16.25	2.115385	5.134945	2.428059	48.200653	1	48.162304	102.406670
2187	1000	1	7	1	0	1	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.114579	5.131722	2.426633	48.203136	1	48.167213	102.406670
2188	1000	4	4	1	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.116190	5.131722	2.439465	48.526379	1	48.169678	102.406670
2189	1000	5	3	4	0	0	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.116996	5.133334	2.423782	48.112133	1	47.966171	102.406670
2190	1000	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.116996	5.133334	2.419505	48.004410	1	47.949394	102.406670
2191	1000	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.116996	5.131722	2.418079	47.987637	1	47.662231	102.406670
2192	1000	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.117802	5.131722	2.416653	47.951710	1	47.860786	102.406670
2193	1000	3	5	2	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.117802	5.128499	2.416653	47.989979	1	47.951710	102.406670
2194	1000	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.116190	5.130110	2.413802	47.898983	1	47.843971	102.406670
2195	1000	6	5	4	0	0	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.116190	5.133334	2.413802	47.860786	1	47.841709	102.406670
2196	1000	4	4	1	0	3	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.115385	5.134945	2.412376	47.805820	1	47.769917	102.406670
2197	1000	6	6	7	0	1	3	0	1	0	0	0	0	0	0	0	18.00	16.25	2.113773	5.131722	2.398118	47.484791	1	47.810287	102.406670
2198	1000	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.112161	5.131722	2.408098	47.736210	1	47.736210	102.406670
2199	1000	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.112967	5.130110	2.402395	47.611557	1	47.647480	102.406670
2200	1000	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.112161	5.130110	2.402395	47.611557	1	47.429916	102.406670
2201	1000	3	4	1	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.112161	5.130110	2.405247	47.683414	1	47.609447	102.406670
2202	1000	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.110549	5.126887	2.400970	47.613670	1	47.575630	102.406670
2203	1000	5	0	7	0	0	3	0	0	0	0	0	0	0	0	0	18.00	16.25	2.109744	5.130110	2.402395	47.611557	1	47.573540	102.406670
2204	1000	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.110549	5.131722	2.399544	47.520710	1	47.465824	102.406670
2205	1000	4	2	3	0	2	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.108132	5.131722	2.399544	47.520710	1	47.484791	102.406670
2206	1000	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.109744	5.136557	2.328256	45.669647	1	47.433918	102.406670
2207	1000	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.108938	5.130110	2.398118	47.503773	1	47.467846	102.406670
2208	1000	6	1	2	0	0	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.110549	5.133334	2.395267	47.394016	1	47.377045	102.406670
2209	1000	3	2	5	0	1	1	0	0	0	0	0	0	0	0	0	18.00	16.00	2.105714	5.131722	2.390990	47.305206	1	47.341125	102.406670
2210	1000	2	2	6	0	0	1	0	0	0	0	0	0	0	0	0	18.00	16.25	2.107326	5.131722	2.392415	47.341125	1	47.324127	102.406670
2211	1000	2	1	4	0	1	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.105714	5.123663	2.378158	47.076187	1	47.292027	102.406670
2212	1000	1	4	2	0	1	0	0	0	0	0	0	0	0	0	0	18.00	16.25	2.105714	5.128499	2.389564	47.307129	1	47.288204	102.406670
