quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
66	1000	3	21	17	0	0	0	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.080659	4.614359	0.470499	0.253907	1	0.085041	0.232349
67	1000	8	14	6	0	4	1	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.083883	4.625641	0.469073	0.181909	1	0.217175	0.232349
68	1000	9	9	2	1	9	2	1	2	1	1	2	1	1	1	1	-0.00	-3.25	1.085495	4.632088	0.469073	0.163664	0	0.273851	0.232349
69	1000	8	8	1	0	8	1	0	1	0	0	1	0	0	0	0	-0.00	-3.25	1.086300	4.633700	0.470499	0.198887	1	0.194324	0.232349
70	1000	7	9	0	0	7	0	0	0	0	0	0	0	0	0	0	-0.00	-3.25	1.084689	4.625641	0.470499	0.221756	1	0.186478	0.232349
71	1000	8	11	12	5	6	7	5	8	5	5	6	5	5	5	5	-0.00	-3.25	1.084689	4.627253	0.470499	0.217175	0	0.252419	0.232349
72	1000	4	23	12	0	2	0	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.084689	4.625641	0.470499	0.221756	1	0.217175	0.232349
73	1000	6	24	18	0	1	1	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.082271	4.617582	0.470499	0.244706	0	0.244706	0.232349
74	1000	4	17	11	0	1	1	0	1	0	0	0	0	0	0	0	-0.00	-3.25	1.083883	4.620806	0.469073	0.195628	1	0.191051	0.232349
75	1000	6	32	13	0	1	0	0	3	0	0	0	0	0	0	0	-0.00	-3.25	1.083077	4.617582	0.466222	0.124956	0	0.253907	0.232349
76	1000	2	15	16	0	0	1	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.083077	4.614359	0.469073	0.213964	0	0.244706	0.232349
77	1000	1	17	18	0	0	0	0	5	0	0	0	0	0	0	0	-0.00	-3.25	1.083883	4.622418	0.470499	0.230925	1	0.177343	0.232349
78	1000	2	15	16	0	0	0	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.083883	4.617582	0.470499	0.244706	0	0.240110	0.232349
79	1000	1	15	19	0	0	1	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.084689	4.628865	0.470499	0.212598	0	0.249304	0.232349
80	1000	6	23	17	0	0	2	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.083077	4.612747	0.467647	0.178597	0	0.253907	0.232349
81	1000	5	17	17	0	0	0	0	3	0	0	0	0	0	0	0	-0.00	-3.25	1.084689	4.622418	0.469073	0.191051	0	0.270801	0.232349
82	1000	6	19	14	0	0	1	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.085495	4.620806	0.469073	0.195628	1	0.221756	0.232349
83	1000	6	21	18	0	0	2	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.086300	4.625641	0.470499	0.221756	0	0.257010	0.232349
84	1000	3	20	13	0	0	0	0	3	0	0	0	0	0	0	0	-0.00	-3.25	1.084689	4.619194	0.467647	0.160306	1	0.213964	0.232349
85	1000	3	12	18	0	0	0	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.086300	4.625641	0.470499	0.221756	1	0.208026	0.232349
86	1000	1	16	12	0	0	1	0	0	0	0	0	0	0	0	0	-0.00	-3.25	1.086300	4.625641	0.470499	0.221756	1	0.217175	0.232349
87	1000	5	27	17	0	1	1	0	1	0	0	0	0	0	0	0	-0.00	-3.25	1.085495	4.620806	0.470499	0.235516	1	0.186478	0.232349
88	1000	4	22	22	0	1	0	0	6	0	0	0	0	0	0	0	-0.00	-3.25	1.085495	4.620806	0.469073	0.195628	1	0.191051	0.232349
89	1000	4	13	10	0	0	1	0	3	0	0	0	0	0	0	0	-0.00	-3.25	1.087912	4.625641	0.467647	0.142064	0	0.244706	0.232349
90	1000	6	24	20	0	0	0	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.086300	4.622418	0.470499	0.230925	1	0.181909	0.232349
91	1000	6	17	17	0	0	3	0	3	0	0	0	0	0	0	0	-0.00	-3.25	1.084689	4.620806	0.470499	0.235516	1	0.186478	0.232349
92	1000	5	16	25	0	0	2	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.085495	4.619194	0.470499	0.240110	1	0.191051	0.232349
93	1000	5	15	15	0	2	1	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.087106	4.620806	0.461944	-0.003813	1	0.209374	0.232349
94	1000	2	17	17	0	1	0	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.086300	4.620806	0.473350	0.315294	1	0.186478	0.232349
95	1000	1	20	17	0	0	0	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.086300	4.617582	0.470499	0.244706	1	0.155741	0.232349
96	1000	5	19	15	0	0	1	0	1	0	0	0	0	0	0	0	-0.00	-3.25	1.088718	4.627253	0.470499	0.217175	0	0.252419	0.232349
97	1000	6	30	20	0	0	2	0	6	0	0	0	0	0	0	0	-0.00	-3.25	1.087912	4.622418	0.470499	0.230925	1	0.226339	0.232349
98	1000	4	8	13	0	0	2	0	3	0	0	0	0	0	0	0	-0.00	-3.25	1.087912	4.627253	0.464796	0.057845	0	0.244706	0.232349
99	1000	9	8	19	0	0	1	0	1	0	0	0	0	0	0	0	-0.00	-3.25	1.087912	4.620806	0.470499	0.235516	1	0.226339	0.232349
100	1000	4	20	25	0	0	3	0	3	0	0	0	0	0	0	0	-0.00	-3.25	1.087106	4.619194	0.467647	0.160306	1	0.115852	0.232349
101	1000	1	18	18	0	0	0	0	5	0	0	0	0	0	0	0	-0.00	-3.25	1.087912	4.620806	0.470499	0.235516	1	0.146620	0.232349
102	1000	7	19	25	0	0	4	0	6	0	0	0	0	0	0	0	-0.00	-3.25	1.087912	4.622418	0.470499	0.230925	1	0.111302	0.232349
103	1000	8	12	22	0	0	1	0	5	0	0	0	0	0	0	0	-0.00	-3.25	1.088718	4.619194	0.466222	0.120403	1	0.200208	0.232349
104	1000	8	18	26	0	0	2	0	6	0	0	0	0	0	0	0	-0.00	-3.25	1.087106	4.615971	0.469073	0.209374	0	0.240110	0.232349
105	1000	0	19	18	0	0	0	0	4	0	0	0	0	0	0	0	-0.00	-3.00	1.089524	4.617582	0.461944	0.005209	1	0.191051	0.232349
106	1000	6	18	20	0	2	1	0	4	0	0	0	0	0	0	0	-0.00	-3.25	1.088718	4.622418	0.467647	0.151178	1	0.102216	0.232349
107	1000	3	17	17	0	0	1	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.088718	4.620806	0.463370	0.036075	1	0.174020	0.232349
108	1000	4	26	14	0	1	0	0	5	0	0	0	0	0	0	0	-0.00	-3.25	1.088718	4.619194	0.466222	0.120403	1	0.151178	0.232349
109	1000	7	16	18	0	2	0	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.088718	4.619194	0.467647	0.160306	1	0.160306	0.232349
110	1000	4	17	16	0	1	2	0	2	0	0	0	0	0	0	0	-0.00	-3.25	1.089524	4.622418	0.461944	-0.008320	1	0.151178	0.232349
111	1000	3	20	10	0	0	1	0	4	0	0	0	0	0	0	0	-0.00	-3.00	1.090330	4.620806	0.469073	0.195628	1	0.146620	0.232349
112	1000	4	23	22	0	0	0	0	7	0	0	0	0	0	0	0	-0.00	-3.00	1.089524	4.620806	0.464796	0.075964	1	0.085041	0.232349
113	1000	2	21	14	0	0	0	0	0	0	0	0	0	0	0	0	-0.00	-3.00	1.089524	4.620806	0.469073	0.195628	1	0.151178	0.232349
114	1000	5	20	22	0	0	2	0	5	0	0	0	0	0	0	0	-0.00	-3.00	1.090330	4.620806	0.466222	0.115852	1	0.191051	0.232349
115	1000	3	25	16	0	0	0	0	6	0	0	0	0	0	0	0	-0.00	-3.00	1.090330	4.622418	0.466222	0.111302	1	0.151178	0.232349
116	1000	4	19	21	0	0	1	0	3	0	0	0	0	0	0	0	-0.00	-3.00	1.091136	4.624030	0.469073	0.186478	1	0.102216	0.232349
117	1000	1	20	20	0	0	1	0	5	0	0	0	0	0	0	0	-0.00	-3.00	1.090330	4.620806	0.469073	0.195628	1	0.204790	0.232349
118	1000	2	12	15	0	1	1	0	3	0	0	0	0	0	0	0	-0.00	-3.00	1.089524	4.619194	0.469073	0.200208	1	0.151178	0.232349
119	1000	7	27	23	0	1	2	0	6	0	0	0	0	0	0	0	-0.00	-3.00	1.091941	4.625641	0.467647	0.142064	1	0.155741	0.232349
120	1000	6	23	25	0	0	2	0	5	0	0	0	0	0	0	0	-0.00	-3.00	1.091941	4.625641	0.467647	0.142064	1	0.097678	0.232349
121	1000	8	20	18	0	0	4	0	5	0	0	0	0	0	0	0	-0.00	-3.00	1.091136	4.620806	0.464796	0.075964	1	0.085041	0.232349
122	1000	4	13	6	0	1	1	0	1	0	0	0	0	0	0	0	-0.00	-3.00	1.090330	4.619194	0.467647	0.160306	1	0.111302	0.232349
123	1000	4	15	17	0	0	1	0	2	0	0	0	0	0	0	0	-0.00	-3.00	1.091941	4.625641	0.469073	0.181909	1	0.172781	0.232349
124	1000	1	24	24	0	0	0	0	5	0	0	0	0	0	0	0	-0.00	-3.00	1.094359	4.632088	0.469073	0.163664	1	0.119333	0.232349
125	1000	3	25	18	0	0	2	0	2	0	0	0	0	0	0	0	-0.00	-3.00	1.092747	4.627253	0.469073	0.177343	1	0.132962	0.232349
126	1000	3	19	17	0	0	0	0	8	0	0	0	0	0	0	0	-0.00	-3.00	1.091941	4.620806	0.467647	0.155741	1	0.129513	0.232349
127	1000	6	17	10	0	0	1	0	2	0	0	0	0	0	0	0	-0.00	-3.00	1.091941	4.620806	0.466222	0.115852	1	0.155741	0.232349
128	1000	3	19	12	0	1	1	0	2	0	0	0	0	0	0	0	0.00	-3.00	1.092747	4.625641	0.469073	0.181909	1	0.177343	0.232349
129	1000	3	17	15	0	0	0	0	3	0	0	0	0	0	0	0	-0.00	-3.00	1.091941	4.620806	0.463370	0.036075	1	0.151178	0.232349
130	1000	7	20	19	0	2	2	0	7	0	0	1	0	0	0	0	0.00	-3.00	1.093553	4.625641	0.467647	0.142064	1	0.137512	0.232349
131	1000	2	14	15	0	0	0	0	3	0	0	0	0	0	0	0	-0.00	-3.00	1.093553	4.622418	0.383528	-2.201413	1	0.200208	0.232349
132	1000	7	14	25	0	1	3	0	3	0	0	0	0	0	0	0	0.00	-3.00	1.091941	4.614359	0.467647	0.174020	1	0.160306	0.232349
133	1000	3	21	13	0	2	0	0	5	0	0	0	0	0	0	0	-0.00	-3.00	1.095165	4.624030	0.467647	0.146620	1	0.168221	0.232349
134	1000	4	15	15	0	1	1	0	3	0	0	0	0	0	0	0	0.00	-3.00	1.093553	4.624030	0.467647	0.146620	1	0.146620	0.232349
135	1000	1	21	16	0	0	0	0	4	0	0	0	0	0	0	0	0.00	-3.00	1.095971	4.630476	0.464796	0.048805	1	0.129513	0.232349
136	1000	3	14	19	0	0	1	0	1	0	0	0	0	0	0	0	0.00	-3.00	1.095165	4.627253	0.467647	0.137512	1	0.172781	0.232349
137	1000	4	17	22	0	1	1	0	6	0	0	0	0	0	0	0	0.00	-3.00	1.094359	4.624030	0.470499	0.226339	1	0.217175	0.232349
138	1000	2	21	25	0	0	1	0	5	0	0	0	0	0	0	0	0.00	-3.00	1.095165	4.625641	0.469073	0.181909	1	0.142064	0.232349
139	1000	5	16	10	0	0	1	0	2	0	0	0	0	0	0	0	0.00	-3.00	1.096777	4.630476	0.469073	0.168221	1	0.159110	0.232349
140	1000	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0.00	-3.00	1.097582	4.632088	0.464796	0.044291	1	0.088610	0.232349
141	1000	8	12	7	0	4	2	0	2	0	0	0	0	0	0	0	0.00	-3.00	1.094359	4.622418	0.469073	0.191051	1	0.142064	0.232349
142	1000	3	12	9	0	2	0	0	0	0	0	0	0	0	0	0	0.00	-3.00	1.094359	4.619194	0.469073	0.200208	1	0.186478	0.232349
143	1000	4	18	26	0	0	2	0	3	0	0	0	0	0	0	0	0.00	-3.00	1.094359	4.620806	0.467647	0.155741	1	0.071428	0.232349
144	1000	4	19	13	0	1	1	0	1	0	0	0	0	0	0	0	0.00	-3.00	1.095165	4.624030	0.469073	0.186478	1	0.142064	0.232349
145	1000	2	14	19	0	0	0	0	4	0	0	0	0	0	0	0	0.00	-3.00	1.095165	4.620806	0.490459	0.793953	1	0.045125	0.232349
146	1000	6	19	17	0	0	2	0	3	0	0	0	0	0	0	0	0.00	-3.00	1.094359	4.619194	0.467647	0.160306	1	0.146620	0.232349
147	1000	7	20	13	0	1	1	0	3	0	0	0	0	0	0	0	0.00	-3.00	1.095971	4.624030	0.470499	0.226339	0	0.261604	0.232349
148	1000	6	21	17	0	0	2	0	6	0	0	0	0	0	0	0	0.00	-3.00	1.095971	4.627253	0.466222	0.097678	1	0.177343	0.232349
149	1000	5	15	24	0	0	1	0	4	0	0	0	0	0	0	0	0.00	-3.00	1.095971	4.622418	0.469073	0.191051	1	0.146620	0.232349
150	1000	4	20	16	0	2	1	0	5	0	0	0	0	0	0	0	0.00	-3.00	1.095165	4.617582	0.464796	0.085041	1	0.169445	0.232349
151	1000	4	21	23	0	1	1	0	4	0	0	0	0	0	0	0	0.00	-3.00	1.096777	4.624030	0.467647	0.146620	1	0.172781	0.232349
152	1000	6	20	18	0	1	2	0	1	0	0	0	0	0	0	0	0.00	-3.00	1.096777	4.624030	0.467647	0.146620	1	0.097678	0.232349
153	1000	4	26	20	0	1	1	0	6	0	0	0	0	0	0	0	0.00	-3.00	1.096777	4.622418	0.469073	0.191051	1	0.146620	0.232349
154	1000	4	17	25	0	0	1	0	3	0	0	0	0	0	0	0	0.00	-3.00	1.096777	4.622418	0.461944	-0.008320	1	0.089584	0.232349
155	1000	3	19	17	0	0	0	0	4	0	0	0	0	0	0	0	0.00	-3.00	1.097582	4.624030	0.469073	0.186478	1	0.137512	0.232349
156	1000	5	17	13	0	1	2	0	2	0	0	0	0	0	0	0	0.00	-3.00	1.097582	4.624030	0.469073	0.186478	1	0.062370	0.232349
157	1000	6	16	10	0	1	0	0	4	0	0	0	0	0	0	0	0.00	-3.00	1.097582	4.625641	0.467647	0.142064	1	0.137512	0.232349
158	1000	5	20	20	0	1	1	0	5	0	0	0	0	0	0	0	0.00	-3.00	1.096777	4.624030	0.469073	0.186478	1	0.177343	0.232349
159	1000	8	12	16	0	1	1	0	3	0	0	0	0	0	0	0	0.00	-3.00	1.097582	4.622418	0.507568	1.267660	1	0.115852	0.232349
160	1000	8	13	20	0	1	2	0	3	0	0	1	0	0	0	0	0.00	-3.00	1.098388	4.625641	0.470499	0.221756	1	0.172781	0.232349
161	1000	2	5	21	0	0	0	0	2	0	0	0	0	0	0	0	0.00	-3.00	1.098388	4.624030	0.469073	0.186478	1	-0.012823	0.232349
162	1000	5	10	18	0	0	1	0	1	0	0	0	0	0	0	0	0.00	-3.00	1.097582	4.620806	0.469073	0.195628	1	0.151178	0.232349
163	1000	2	17	21	0	0	0	0	4	0	0	0	0	0	0	0	0.00	-3.00	1.099194	4.627253	0.469073	0.177343	1	0.181909	0.232349
164	1000	4	26	10	0	0	0	0	2	0	0	0	0	0	0	0	0.00	-3.00	1.098388	4.620806	0.480479	0.514736	1	0.115852	0.232349
165	1000	6	17	16	0	0	0	0	1	0	0	0	0	0	0	0	0.00	-3.00	1.099194	4.624030	0.469073	0.186478	1	0.132962	0.232349
166	1000	3	18	21	0	0	2	0	2	0	0	0	0	0	0	0	0.00	-2.75	1.099194	4.622418	0.467647	0.151178	1	0.146620	0.232349
167	1000	6	10	15	0	0	2	0	1	0	0	0	0	0	0	0	0.00	-3.00	1.099194	4.624030	0.469073	0.186478	1	0.181909	0.232349
168	1000	6	21	8	0	2	2	0	1	0	0	0	0	0	0	0	0.00	-2.75	1.100000	4.625641	0.463370	0.022523	1	0.195628	0.232349
169	1000	3	11	26	0	0	1	0	2	0	0	0	0	0	0	0	0.00	-3.00	1.098388	4.619194	0.466222	0.120403	1	0.151178	0.232349
170	1000	2	18	19	0	0	2	0	3	0	0	0	0	0	0	0	0.00	-2.75	1.099194	4.619194	0.469073	0.200208	1	0.146620	0.232349
171	1000	6	14	15	0	1	2	0	3	0	0	0	0	0	0	0	0.00	-2.75	1.100806	4.627253	0.469073	0.177343	1	0.177343	0.232349
172	1000	5	12	19	0	0	1	0	0	0	0	0	0	0	0	0	0.00	-2.75	1.101612	4.624030	0.467647	0.146620	1	0.177343	0.232349
173	1000	2	14	17	0	0	1	0	3	0	0	0	0	0	0	0	0.00	-2.75	1.100806	4.625641	0.466222	0.102216	1	0.195628	0.232349
174	1000	6	17	22	0	1	2	0	6	0	0	0	0	0	0	0	0.00	-2.75	1.100806	4.625641	0.467647	0.142064	1	0.172781	0.232349
175	1000	6	19	18	0	1	3	0	1	0	0	0	0	0	0	0	0.00	-2.75	1.100806	4.627253	0.469073	0.177343	1	0.132962	0.232349
176	1000	3	15	23	0	0	0	0	2	0	0	0	0	0	0	0	0.00	-2.75	1.101612	4.625641	0.467647	0.142064	1	0.137512	0.232349
177	1000	2	13	13	0	0	0	0	3	0	0	0	0	0	0	0	0.00	-2.75	1.101612	4.624030	0.467647	0.146620	1	0.181909	0.232349
178	1000	3	14	14	0	0	0	0	4	0	0	0	0	0	0	0	0.00	-2.75	1.101612	4.624030	0.491885	0.824247	1	0.155741	0.232349
179	1000	5	7	18	0	0	1	0	2	0	0	0	0	0	0	0	0.00	-2.75	1.100806	4.622418	0.469073	0.191051	1	0.142064	0.232349
180	1000	6	15	18	0	1	1	0	1	0	0	0	0	0	0	0	0.00	-2.75	1.100806	4.625641	0.466222	0.102216	1	0.142064	0.232349
