time	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	adcr	adcp1	adcp2	adcp3	adcntc	ntcT	digT	p1	p2	p3	hvstate	pbsstate	ethstate	listpbs	sdstate	looptime
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.946374	4.308628	4.294370	4.294370	2.068645	16.750000	-59.500000	99.643509	99.345398	99.308144	0	0	1	1	-1	0
2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.946374	4.307202	4.294370	4.294370	2.068645	16.750000	17.500000	99.643509	99.233612	99.308144	0	0	0	1	141	1351404
3	3	1	1	2	0	0	0	0	1	0	0	0	0	0	0	4.946374	4.305777	4.290093	4.292944	2.068645	16.750000	17.500000	99.345398	98.935516	99.308144	0	0	0	1	147	1367807
5	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.302925	4.290093	4.291519	2.067839	16.750000	17.500000	99.605057	99.306763	99.306763	0	0	0	1	147	1524153
6	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4.943151	4.300073	4.288667	4.291519	2.067033	16.750000	17.500000	99.605057	99.306763	99.344040	0	0	0	1	147	1367605
7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4.938315	4.290093	4.291519	4.288667	2.065421	16.750000	17.500000	99.752571	99.453979	99.491310	0	0	0	1	147	1150961
9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4.943151	4.301499	4.288667	4.291519	2.067839	16.750000	17.500000	99.605057	99.269463	99.306763	0	0	0	1	147	1170126
10	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4.941538	4.304350	4.290093	4.291519	2.067033	16.750000	17.500000	99.679062	99.306068	99.343376	0	0	1	1	147	1151483
11	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4.939927	4.305777	4.290093	4.291519	2.067033	16.750000	17.500000	99.790428	99.417313	99.454628	0	0	1	1	148	1151445
12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.302925	4.288667	4.291519	2.067839	16.750000	17.500000	99.679062	99.306068	99.380669	0	0	1	1	148	1151040
13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4.941538	4.308628	4.292944	4.292944	2.066227	16.750000	17.500000	99.753662	99.380669	99.417976	0	0	1	1	148	1164612
