time	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	adcr	adcp1	adcp2	adcp3	adcntc	ntcT	digT	p1	p2	p3	hvstate	pbsstate	ethstate	listpbs	sdstate	looptime
1444470676	14	16	12	12	2	1	2	3	2	0	0	1	0	0	0	4.941538	1.603973	1.593993	1.593993	2.038828	16.250000	20.000000	28.996830	28.773031	28.773031	0	0	1	1	160	1167510
1444470678	7	9	15	11	0	1	0	1	2	0	0	0	0	1	0	4.939927	1.603973	1.595418	1.595418	2.038022	16.250000	20.000000	29.085131	28.786636	28.823950	0	0	1	1	160	1252107
1444470679	16	13	9	14	1	0	3	0	3	0	0	0	0	0	0	4.939927	1.601122	1.592567	1.593993	2.038022	16.250000	20.000000	29.010508	28.712017	28.749327	0	0	1	1	158	1167458
1444470680	16	9	12	10	0	3	2	0	1	0	0	0	0	0	0	4.941538	1.601122	1.591141	1.591141	2.038022	16.250000	20.000000	28.996830	28.698433	28.698433	0	0	1	1	159	1201546
1444470681	6	10	12	17	1	0	1	0	3	4	0	0	0	0	0	4.941538	1.601122	1.591141	1.592567	2.038828	16.250000	20.000000	28.959532	28.661137	28.661137	0	0	1	1	159	1167464
1444470683	9	12	15	10	1	1	2	3	2	0	0	0	1	0	0	4.941538	1.599696	1.591141	1.591141	2.038828	16.250000	20.000000	28.922232	28.623835	28.661137	0	0	1	1	159	1167484
1444470684	12	9	7	13	1	0	1	0	0	0	0	0	0	0	0	4.935091	1.601122	1.591141	1.591141	2.036410	16.250000	20.000000	29.014250	28.678116	28.715462	0	0	1	1	159	1170207
1444470685	9	16	11	10	0	3	0	2	2	1	0	0	0	0	0	4.941538	1.599696	1.589715	1.589715	2.038022	16.250000	20.000000	28.773031	28.474638	28.735735	0	0	1	1	158	1168614
1444470686	17	11	10	10	1	2	0	2	2	1	0	0	0	0	0	4.941538	1.596844	1.588290	1.589715	2.038022	16.250000	20.000000	28.847633	28.549236	28.623835	0	0	1	1	159	1167499
1444470687	10	8	10	11	2	1	1	1	1	1	0	0	1	0	0	4.943151	1.595418	1.586864	1.586864	2.038022	16.250000	20.000000	28.834009	28.572998	28.535709	0	0	1	1	160	1167517
1444470689	12	15	10	17	1	2	1	1	3	1	0	0	0	0	0	4.939927	1.592567	1.584013	1.585438	2.037216	16.250000	20.000000	28.786636	28.450834	28.525457	0	0	1	1	159	1167488
1444470690	14	11	16	3	1	1	0	2	0	0	0	0	0	0	0	4.943151	1.593993	1.582587	1.585438	2.038022	16.250000	20.000000	28.759434	28.461136	28.498425	0	0	1	1	160	1167512
1444470691	12	9	11	14	1	1	2	1	4	0	0	1	0	0	0	4.941538	1.595418	1.584013	1.584013	2.037216	16.250000	20.000000	28.773031	28.474638	28.511940	0	0	1	1	159	1167489
1444470692	14	11	10	9	1	3	1	1	0	0	0	0	0	0	0	4.939927	1.592567	1.581161	1.582587	2.037216	16.250000	20.000000	28.712017	28.413523	28.413523	0	0	1	1	159	1167496
1444470693	14	14	6	20	1	1	1	1	5	0	0	0	0	0	0	4.939927	1.589715	1.578309	1.579735	2.037216	16.250000	20.000000	28.712017	28.413523	28.413523	0	0	1	1	159	1167494
1444470695	10	14	11	8	1	1	2	1	1	2	0	0	0	0	0	4.941538	1.589715	1.579735	1.579735	2.037216	16.250000	20.000000	28.586538	28.362740	28.362740	0	0	1	1	159	1167493
1444470696	17	8	7	8	1	2	1	0	0	0	0	0	0	0	0	4.939927	1.591141	1.581161	1.581161	2.036410	16.250000	20.000000	28.712017	28.413523	28.413523	0	0	1	1	159	1167489
1444470697	14	17	9	11	0	0	0	4	1	0	0	0	0	0	0	4.939927	1.589715	1.581161	1.579735	2.036410	16.250000	20.000000	28.674704	28.376213	28.376213	0	0	1	1	157	1168691
1444470698	9	13	12	9	2	1	0	0	2	0	0	0	0	0	0	4.938315	1.586864	1.578309	1.578309	2.035604	16.250000	20.000000	28.613636	28.315046	28.389690	0	0	1	1	159	1167493
1444470699	7	11	8	5	2	0	0	0	2	0	0	0	0	0	0	4.939927	1.588290	1.578309	1.576884	2.036410	16.250000	20.000000	28.525457	28.338900	28.301590	0	0	1	1	158	1167463
1444470701	15	14	10	14	0	2	1	0	3	1	0	0	0	0	0	4.943151	1.584013	1.575458	1.575458	2.037216	16.250000	20.000000	28.498425	28.200127	28.237411	0	0	1	1	157	1167447
1444470702	12	11	13	10	0	3	0	0	1	1	0	0	0	0	0	4.941538	1.584013	1.575458	1.575458	2.036410	16.250000	20.000000	28.511940	28.250845	28.213543	0	0	1	1	160	1167516
1444470703	12	18	16	13	0	1	2	2	0	0	0	0	0	0	0	4.939927	1.584013	1.575458	1.571181	2.036410	16.250000	20.000000	28.488148	28.264277	28.189657	0	0	1	1	160	1167500
1444470704	11	20	10	10	1	1	0	2	4	0	0	0	0	0	0	4.939927	1.582587	1.575458	1.571181	2.036410	16.250000	20.000000	28.450834	28.189657	28.189657	0	0	1	1	160	1167497
1444470705	7	11	13	5	2	1	0	3	1	1	0	0	0	1	0	4.941538	1.582587	1.572606	1.572606	2.036410	16.250000	20.000000	28.437342	28.176247	28.138947	0	0	1	1	160	1167500
1444470707	6	9	10	8	1	1	1	0	2	0	0	1	0	0	0	4.941538	1.579735	1.571181	1.571181	2.035604	16.000000	19.500000	28.400042	28.064348	28.101648	0	0	1	1	158	1167457
1444470708	12	3	12	13	1	1	1	1	0	1	0	0	0	0	0	4.938315	1.581161	1.572606	1.571181	2.034799	16.250000	19.500000	28.464342	28.165752	28.203074	0	0	1	1	157	1167447
1444470709	14	10	10	13	2	2	0	1	2	0	1	0	0	0	0	4.941538	1.576884	1.566903	1.571181	2.035604	16.000000	19.500000	28.362740	27.840548	28.138947	0	0	1	1	159	1168649
1444470710	5	8	12	14	0	0	1	0	1	2	0	0	0	0	0	4.939927	1.578309	1.566903	1.566903	2.035604	16.250000	19.500000	28.338900	28.115034	28.077721	0	0	1	1	160	1167514
1444470711	9	13	7	17	0	1	0	3	4	1	0	0	0	0	0	4.941538	1.576884	1.566903	1.566903	2.035604	16.000000	19.500000	28.325443	28.027050	27.989750	0	0	1	1	158	1167470
1444470713	14	6	8	11	0	1	1	0	2	0	0	0	0	0	0	4.936703	1.621082	1.561200	1.561200	2.033993	16.250000	19.500000	28.216503	28.029823	27.992483	0	0	1	1	158	1167477
1444470714	15	20	16	12	4	1	3	0	2	0	0	0	0	0	0	4.939927	1.574032	1.566903	1.562626	2.035604	16.250000	19.500000	28.301590	28.040411	28.003098	0	0	1	1	158	1167474
1444470715	8	14	16	13	0	1	0	2	4	0	0	0	0	0	0	4.941538	1.572606	1.565478	1.565478	2.034799	16.000000	19.500000	28.213543	28.027050	28.027050	0	0	1	1	160	1167520
1444470716	8	15	9	9	0	0	1	0	1	0	0	0	0	0	0	4.941538	1.572606	1.564052	1.564052	2.034799	16.000000	19.500000	28.213543	27.915146	27.989750	0	0	1	1	159	1167489
1444470717	11	11	11	13	0	0	1	1	2	0	0	0	0	0	0	4.941538	1.572606	1.556923	1.556923	2.034799	16.000000	19.500000	28.138947	27.915146	27.915146	0	0	1	1	157	1167451
1444470719	14	11	10	11	0	0	0	1	2	0	0	0	0	0	0	4.941538	1.571181	1.564052	1.561200	2.033993	16.000000	19.500000	28.138947	27.877848	27.915146	0	0	1	1	160	1167524
1444470720	15	7	8	14	0	1	0	0	0	4	0	0	0	0	0	4.938315	1.571181	1.561200	1.562626	2.033187	16.000000	19.500000	28.165752	27.941807	27.904484	0	0	1	1	160	1167504
1444470721	11	10	9	12	1	0	1	0	4	0	0	0	0	0	0	4.941538	1.569755	1.561200	1.561200	2.033187	16.000000	19.500000	28.138947	27.840548	27.877848	0	0	1	1	158	1168711
1444470722	1	11	11	8	0	0	0	2	2	0	0	0	0	0	0	4.939927	1.565478	1.558349	1.556923	2.033993	16.000000	19.500000	28.077721	27.853849	27.816540	0	0	1	1	159	1167489
1444470723	13	12	13	14	1	0	0	1	3	0	0	0	0	0	0	4.939927	1.565478	1.558349	1.555497	2.033187	16.000000	19.500000	28.040411	27.667294	27.741917	0	0	1	1	158	1167463
1444470725	18	15	13	13	1	4	1	1	0	1	0	0	0	0	0	4.939927	1.564052	1.555497	1.556923	2.033187	16.000000	19.500000	27.965782	27.704603	27.779226	0	0	1	1	160	1167510
1444470726	15	16	9	14	3	0	2	2	3	1	0	0	0	1	0	4.939927	1.564052	1.554072	1.552646	2.033993	16.000000	19.500000	28.003098	27.704603	27.741917	0	0	1	1	160	1167503
1444470727	8	12	9	8	2	1	0	2	1	1	1	0	0	1	0	4.938315	1.555497	1.569755	1.552646	2.031575	16.000000	19.500000	27.941807	27.755188	27.792511	0	0	1	1	159	1167479
1444470728	13	8	11	13	0	1	1	1	1	0	0	0	0	0	0	4.941538	1.562626	1.552646	1.549794	2.033187	16.000000	19.500000	27.915146	27.616756	27.654053	0	0	1	1	157	1167439
1444470729	13	12	14	13	1	0	2	2	1	0	0	0	0	0	0	4.941538	1.561200	1.552646	1.552646	2.033187	16.000000	19.500000	27.915146	27.654053	27.654053	0	0	1	1	159	1167494
1444470731	7	11	11	14	0	0	0	0	2	1	0	0	0	0	0	4.938315	1.559775	1.549794	1.548369	2.031575	16.000000	19.500000	27.941807	27.680542	27.568569	0	0	1	1	160	1167508
1444470732	15	10	14	7	0	3	1	1	1	1	0	0	0	0	0	4.938315	1.559775	1.549794	1.548369	2.030769	16.000000	19.500000	27.941807	27.643219	27.643219	0	0	1	1	159	1167479
1444470733	15	13	12	13	3	3	3	0	3	1	0	2	1	0	0	4.939927	1.559775	1.549794	1.549794	2.033187	16.000000	19.500000	27.891159	27.592672	27.443422	0	0	1	1	159	1168639
1444470734	13	16	15	19	2	1	1	1	2	1	0	0	0	0	0	4.939927	1.559775	1.548369	1.549794	2.033187	16.000000	19.500000	27.853849	27.518045	27.592672	0	0	1	1	160	1167514
1444470735	8	22	10	10	3	0	0	1	1	1	0	0	0	0	0	4.939927	1.555497	1.548369	1.549794	2.033187	16.000000	19.500000	27.816540	27.555359	27.518045	0	0	1	1	160	1167512
