4801	1000	11	12	5	28.500000	25.750000	2.659341	5.280001
4802	1000	16	8	2	28.500000	25.750000	2.673041	5.297729
4803	1000	18	16	6	28.500000	27.000000	2.680293	5.191356
4804	1000	14	18	4	28.500000	26.250000	2.677876	5.270330
4805	1000	14	13	3	28.500000	26.250000	2.678682	5.270330
4806	1000	16	9	4	28.500000	26.000000	2.672235	5.292894
4807	1000	17	18	8	28.500000	26.750000	2.670623	5.192967
4808	1000	6	13	0	28.500000	26.500000	2.660953	5.194579
4809	1000	14	15	5	28.500000	26.750000	2.677876	5.212308
4810	1000	22	18	8	28.500000	26.000000	2.669011	5.276777
4811	1000	16	12	6	28.500000	26.750000	2.676264	5.215532
4812	1000	14	17	5	28.500000	25.750000	2.664982	5.288059
4814	1000	13	15	2	28.500000	25.750000	2.665788	5.289671
4815	1000	23	19	8	28.500000	25.750000	2.669011	5.294506
4816	1000	16	17	6	28.500000	25.750000	2.665788	5.297729
4817	1000	14	15	2	28.500000	26.750000	2.675458	5.213920
4818	1000	19	15	4	28.500000	25.750000	2.664982	5.294506
4819	1000	15	16	4	28.500000	26.750000	2.672235	5.210696
4820	1000	8	17	1	28.500000	25.750000	2.666594	5.294506
4821	1000	14	14	6	28.500000	26.750000	2.672235	5.213920
4822	1000	21	18	5	28.500000	25.750000	2.663370	5.292894
4823	1000	7	7	2	28.500000	26.000000	2.660953	5.268718
4824	1000	18	13	3	28.500000	25.500000	2.663370	5.297729
4825	1000	13	19	5	28.500000	25.250000	2.647253	5.292894
4826	1000	16	15	1	28.500000	26.500000	2.668205	5.213920
4827	1000	14	18	5	28.500000	25.500000	2.645641	5.268718
4828	1000	17	13	4	28.500000	26.500000	2.668205	5.210696
4829	1000	21	19	7	28.500000	25.250000	2.647253	5.292894
4830	1000	11	21	4	28.500000	25.500000	2.659341	5.297729
4832	1000	19	11	4	28.500000	25.500000	2.658535	5.292894
4833	1000	10	9	2	28.500000	26.000000	2.664982	5.267107
4834	1000	9	12	4	28.000000	26.500000	2.664982	5.210696
4835	1000	13	16	8	28.500000	26.500000	2.652088	5.186521
4836	1000	18	9	6	28.000000	25.500000	2.657729	5.292894
4837	1000	9	11	1	28.000000	25.750000	2.655312	5.271942
4838	1000	17	19	6	28.000000	25.500000	2.654506	5.291283
4839	1000	14	23	5	28.000000	25.500000	2.653700	5.289671
4840	1000	13	13	5	28.000000	26.750000	2.660953	5.188132
4841	1000	17	18	7	28.000000	25.500000	2.653700	5.297729
4842	1000	8	16	3	28.000000	25.500000	2.652088	5.294506
4843	1000	13	12	0	28.000000	26.500000	2.660147	5.210696
4844	1000	16	15	3	28.000000	25.500000	2.650476	5.294506
4845	1000	17	15	3	28.000000	26.500000	2.657729	5.210696
4846	1000	10	24	5	28.000000	25.500000	2.649671	5.294506
4847	1000	17	21	3	28.000000	25.750000	2.656117	5.268718
4848	1000	16	13	5	28.000000	25.500000	2.650476	5.297729
4850	1000	13	13	4	28.000000	26.250000	2.648059	5.210696
4851	1000	15	15	6	28.000000	26.500000	2.657729	5.210696
4852	1000	17	18	6	28.000000	26.250000	2.648059	5.210696
4853	1000	13	13	4	28.000000	25.500000	2.648865	5.289671
4854	1000	13	19	5	28.000000	25.250000	2.644835	5.292894
4855	1000	7	19	2	28.000000	25.750000	2.652088	5.263883
4856	1000	20	12	4	28.000000	26.250000	2.652894	5.209085
4857	1000	20	15	4	28.000000	25.250000	2.645641	5.294506
4858	1000	10	17	4	28.000000	25.250000	2.643224	5.286448
4859	1000	10	12	1	28.000000	26.250000	2.651282	5.209085
4860	1000	17	19	7	28.000000	26.250000	2.651282	5.209085
4861	1000	21	12	3	28.000000	26.250000	2.652088	5.210696
4862	1000	13	18	5	28.000000	25.500000	2.641612	5.265495
4863	1000	20	14	4	28.000000	26.250000	2.649671	5.205861
4864	1000	17	20	3	28.000000	26.250000	2.648865	5.210696
4865	1000	17	15	5	28.000000	26.250000	2.647253	5.204249
4866	1000	17	19	6	28.000000	26.250000	2.647253	5.209085
4868	1000	13	22	5	28.000000	26.250000	2.647253	5.209085
4869	1000	24	17	4	28.000000	25.500000	2.645641	5.263883
4870	1000	19	18	3	28.000000	25.250000	2.639194	5.292894
4871	1000	17	12	4	28.000000	25.250000	2.637583	5.291283
4872	1000	11	15	2	28.000000	26.250000	2.638389	5.186521
4873	1000	19	17	5	28.000000	25.250000	2.636777	5.291283
4874	1000	16	17	7	28.000000	26.000000	2.643224	5.205861
4875	1000	16	19	5	28.000000	26.000000	2.643224	5.205861
4876	1000	18	16	6	28.000000	25.250000	2.635971	5.288059
4877	1000	19	16	3	28.000000	25.000000	2.634359	5.292894
4878	1000	13	15	5	28.000000	25.000000	2.633553	5.291283
4879	1000	21	18	9	28.000000	26.000000	2.642418	5.207473
4880	1000	20	16	5	28.000000	26.250000	2.641612	5.192967
4881	1000	19	23	6	28.000000	25.000000	2.631136	5.291283
4882	1000	11	18	4	28.000000	26.000000	2.639194	5.205861
4883	1000	19	13	7	28.000000	25.000000	2.631942	5.286448
4884	1000	22	21	4	28.000000	26.000000	2.637583	5.202638
4886	1000	13	15	4	28.000000	25.000000	2.629524	5.284836
4887	1000	18	19	8	28.000000	26.000000	2.635971	5.202638
4888	1000	14	20	5	28.000000	25.750000	2.628718	5.205861
4889	1000	18	19	7	27.500000	25.750000	2.628718	5.205861
4890	1000	15	19	4	28.000000	25.000000	2.626301	5.288059
4891	1000	25	14	6	27.500000	26.000000	2.635165	5.188132
4892	1000	26	15	8	28.000000	25.000000	2.627912	5.288059
4893	1000	19	22	6	27.500000	25.000000	2.625495	5.288059
4894	1000	18	18	3	27.500000	26.000000	2.633553	5.205861
4895	1000	13	15	3	27.500000	25.000000	2.624689	5.288059
4896	1000	19	20	6	27.500000	25.000000	2.623077	5.281612
4897	1000	19	20	5	27.500000	26.000000	2.631942	5.202638
4898	1000	11	15	4	27.500000	25.250000	2.631136	5.267107
4899	1000	20	19	6	27.500000	25.250000	2.629524	5.262271
4900	1000	21	17	4	27.500000	25.000000	2.623883	5.288059
4901	1000	13	18	6	27.500000	25.750000	2.629524	5.204249
4902	1000	23	19	7	27.500000	25.000000	2.621465	5.284836
4904	1000	21	23	7	27.500000	25.000000	2.621465	5.284836
4905	1000	13	18	4	27.500000	26.000000	2.628718	5.189744
4906	1000	18	19	8	27.500000	25.750000	2.627106	5.205861
4907	1000	16	24	6	27.500000	25.750000	2.627106	5.202638
4908	1000	29	17	9	27.500000	25.250000	2.625495	5.263883
4909	1000	23	20	9	27.500000	25.750000	2.626301	5.205861
4910	1000	21	22	4	27.500000	24.750000	2.618242	5.284836
4911	1000	18	27	8	27.500000	25.750000	2.623883	5.201026
4912	1000	17	18	5	27.500000	24.750000	2.617436	5.284836
4913	1000	16	20	5	27.500000	25.750000	2.623883	5.205861
4914	1000	18	17	4	27.500000	25.000000	2.624689	5.267107
4915	1000	12	18	4	27.500000	25.750000	2.624689	5.205861
4916	1000	20	25	4	27.500000	24.750000	2.615019	5.284836
4917	1000	17	27	6	27.500000	25.750000	2.621465	5.204249
4918	1000	14	16	7	27.500000	25.750000	2.620660	5.199414
4919	1000	22	18	5	27.500000	24.750000	2.613407	5.288059
4920	1000	11	11	2	27.500000	25.750000	2.619854	5.201026
4922	1000	14	12	5	27.500000	25.500000	2.618242	5.201026
4923	1000	14	21	3	27.500000	25.000000	2.619854	5.262271
4924	1000	17	16	3	27.500000	25.500000	2.618242	5.201026
4925	1000	11	15	5	27.500000	25.500000	2.601319	5.175239
4926	1000	21	11	4	27.500000	25.500000	2.617436	5.205861
4927	1000	27	18	7	27.500000	25.250000	2.600513	5.196191
4928	1000	14	12	3	27.500000	24.750000	2.610183	5.288059
4929	1000	24	18	5	27.500000	25.500000	2.598901	5.172015
4930	1000	19	15	3	27.500000	24.500000	2.606960	5.284836
4931	1000	20	19	6	27.500000	25.250000	2.598901	5.192967
4932	1000	10	28	7	27.500000	24.500000	2.604542	5.284836
4933	1000	16	21	3	27.500000	24.500000	2.592454	5.268718
4934	1000	12	17	3	27.500000	25.500000	2.610989	5.199414
4935	1000	14	13	2	27.500000	24.750000	2.602931	5.254213
4936	1000	9	24	2	27.500000	24.500000	2.590037	5.265495
4937	1000	11	15	3	27.500000	24.500000	2.604542	5.284836
4938	1000	19	17	8	27.500000	24.750000	2.603736	5.267107
4940	1000	20	19	6	27.500000	25.500000	2.610183	5.202638
4941	1000	17	15	3	27.500000	24.750000	2.601319	5.262271
4942	1000	18	16	3	27.500000	24.500000	2.598095	5.280001
4943	1000	12	24	4	27.500000	24.500000	2.600513	5.270330
4944	1000	16	15	3	27.000000	25.250000	2.590037	5.170403
4945	1000	18	24	5	27.000000	24.750000	2.606154	5.280001
4946	1000	18	18	2	27.000000	25.250000	2.590037	5.170403
4947	1000	21	19	9	27.000000	24.500000	2.598095	5.278389
4948	1000	11	16	2	27.000000	25.000000	2.587619	5.191356
4949	1000	21	27	7	27.000000	25.250000	2.606960	5.204249
4950	1000	12	27	5	27.000000	25.000000	2.583590	5.178462
4951	1000	20	18	6	27.000000	24.750000	2.603736	5.255825
4952	1000	14	21	7	27.000000	24.250000	2.582784	5.268718
4953	1000	15	20	2	27.000000	25.000000	2.583590	5.176850
4954	1000	17	12	4	27.000000	24.750000	2.602125	5.260660
4955	1000	18	16	5	27.000000	24.250000	2.581172	5.271942
4956	1000	20	28	9	27.000000	24.500000	2.594872	5.281612
4958	1000	21	14	4	27.000000	24.250000	2.577949	5.268718
4959	1000	20	24	5	27.000000	24.750000	2.598901	5.257436
4960	1000	24	21	11	27.000000	25.250000	2.581978	5.168792
4961	1000	20	20	3	27.000000	24.250000	2.590037	5.278389
4962	1000	18	15	5	27.000000	24.750000	2.595678	5.255825
4963	1000	16	20	3	27.000000	24.500000	2.591649	5.275165
4964	1000	18	19	7	27.000000	25.250000	2.595678	5.196191
4965	1000	20	15	4	27.000000	25.000000	2.577143	5.170403
4966	1000	22	16	5	27.000000	24.250000	2.588425	5.275165
4967	1000	17	11	3	27.000000	25.000000	2.573920	5.180074
4968	1000	16	17	5	27.000000	25.250000	2.594872	5.197803
4969	1000	26	22	4	27.000000	24.000000	2.573114	5.271942
4970	1000	16	10	4	27.000000	24.250000	2.586008	5.281612
4971	1000	14	20	5	27.000000	24.000000	2.573114	5.271942
4972	1000	20	25	5	27.000000	24.000000	2.573114	5.284836
4973	1000	15	15	1	27.000000	24.250000	2.584396	5.281612
4974	1000	17	25	6	27.000000	24.000000	2.569890	5.265495
4976	1000	18	19	6	27.000000	25.000000	2.590843	5.196191
4977	1000	16	17	4	27.000000	24.750000	2.574726	5.188132
4978	1000	26	30	15	27.000000	24.250000	2.581172	5.281612
4979	1000	23	17	7	27.000000	24.250000	2.585202	5.278389
4980	1000	23	12	2	27.000000	24.250000	2.582784	5.284836
4981	1000	19	13	3	27.000000	25.000000	2.583590	5.176850
4982	1000	13	21	5	27.000000	24.500000	2.587619	5.255825
4983	1000	16	13	4	27.000000	24.500000	2.586813	5.255825
4984	1000	22	16	4	27.000000	24.750000	2.570696	5.176850
4985	1000	22	23	8	27.000000	24.250000	2.579561	5.280001
4986	1000	21	18	5	27.000000	24.750000	2.568279	5.188132
4987	1000	14	12	3	27.000000	24.250000	2.577143	5.255825
4988	1000	21	21	4	27.000000	24.750000	2.564249	5.167180
4989	1000	22	17	5	27.000000	24.000000	2.576337	5.276777
