quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure
1413026711	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.50	13.50	2.094432	5.462125	4.763444	99.812424
1413026712	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15.50	13.50	2.090403	5.450843	4.750612	99.741432
1413026713	1000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15.50	13.50	2.087180	5.442784	4.736355	99.569611
1413026714	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.083956	5.433114	4.727800	99.566292
1413026715	1000	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.079927	5.421832	4.724949	99.732384
1413026716	1000	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	16.00	13.50	2.077509	5.416997	4.720672	99.730865
1413026717	1000	1	2	1	3	0	1	0	0	1	0	0	0	0	0	0	16.00	13.50	2.072674	5.407327	4.706414	99.591476
1413026718	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.070256	5.396044	4.700711	99.690109
1413026719	1000	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.069451	5.392821	4.695008	99.620712
1413026720	1000	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	16.00	13.50	2.067033	5.387986	4.695008	99.721710
1413026721	1000	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	16.00	13.50	2.064615	5.381539	4.687879	99.685410
1413026722	1000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.063810	5.376704	4.683602	99.683838
1413026723	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.062198	5.370257	4.655087	99.132591
1413026724	1000	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.057363	5.360587	4.673622	99.781738
1413026725	1000	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.057363	5.357363	4.667919	99.711929
1413026726	1000	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.055751	5.352528	4.663641	99.710381
1413026727	1000	3	1	2	2	1	2	0	1	0	0	1	0	0	0	0	16.00	13.50	2.054139	5.347693	4.662216	99.777756
1413026728	1000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.052527	5.344470	4.637978	99.259445
1413026729	1000	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	16.00	13.50	2.050916	5.336411	4.656513	99.877892
1413026730	1000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.050916	5.339634	4.655087	99.775269
1413026731	1000	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.046886	5.329964	4.646533	99.772255
1413026732	1000	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16.00	13.50	2.046081	5.326740	4.642255	99.736649
