quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure
1413030919	1000	12	8	9	13	2	4	5	0	3	0	0	0	0	0	0	13.50	11.75	1.874432	5.083370	1.545517	26.376749
1413030920	1000	11	10	12	9	3	5	3	4	4	0	1	1	0	0	0	13.50	11.75	1.874432	5.084982	1.541240	26.255548
1413030921	1000	13	8	15	10	3	4	2	2	3	0	1	0	0	0	0	13.50	11.75	1.874432	5.086594	1.544092	26.315601
1413030922	1000	8	9	10	10	0	1	3	1	2	0	0	0	0	0	0	13.50	11.75	1.872821	5.084982	1.544092	26.328041
1413030923	1000	13	7	9	8	2	4	1	1	2	0	0	0	0	0	0	13.50	11.75	1.872015	5.088206	1.539814	26.194500
1413030924	1000	12	13	14	11	3	4	3	5	2	0	0	0	0	0	0	13.50	11.75	1.867985	5.076923	1.539814	26.281443
1413030925	1000	14	11	16	9	4	4	3	4	3	1	1	0	0	0	0	13.50	11.75	1.868791	5.081758	1.541240	26.280407
1413030926	1000	8	8	13	12	3	2	1	5	0	1	0	0	0	0	0	13.50	11.75	1.868791	5.086594	1.539814	26.206896
1413030927	1000	11	16	15	20	2	5	3	4	9	1	0	1	0	1	0	13.50	11.75	1.869597	5.084982	1.539814	26.219299
1413030928	1000	15	19	7	24	7	2	6	2	6	0	0	3	0	0	0	13.50	11.75	1.867985	5.083370	1.538389	26.195457
1413030929	1000	13	9	16	7	2	4	2	2	1	0	0	0	0	0	0	13.50	11.75	1.867985	5.084982	1.538389	26.183052
1413030930	1000	13	8	15	12	2	6	3	4	3	0	1	1	0	0	0	13.50	11.75	1.867180	5.083370	1.535537	26.122934
1413030931	1000	13	11	17	12	1	6	4	2	5	1	1	1	1	1	1	13.50	11.75	1.867180	5.080147	1.532686	26.075151
1413030932	1000	15	12	11	14	4	2	4	2	3	1	0	0	0	0	0	13.50	11.75	1.864762	5.076923	1.532686	26.099913
1413030933	1000	21	12	16	18	5	8	5	5	3	2	0	1	0	0	0	13.50	11.75	1.863956	5.080147	1.532686	26.075151
1413030934	1000	12	9	14	10	1	5	1	2	1	1	0	0	1	0	0	13.50	11.50	1.863150	5.081758	1.532686	26.062782
1413030935	1000	10	15	17	12	4	4	2	4	4	3	2	0	0	0	0	13.50	11.50	1.862344	5.083370	1.531260	26.014160
1413030936	1000	13	12	13	17	3	3	4	6	3	2	1	0	1	0	0	13.50	11.50	1.861539	5.078535	1.525557	25.906065
1413030937	1000	12	14	7	12	3	3	4	1	5	1	0	0	0	0	0	13.50	11.50	1.860733	5.080147	1.529834	26.002586
1413030938	1000	15	18	14	16	5	4	3	4	6	1	2	2	1	1	1	13.00	11.50	1.860733	5.081758	1.528408	25.953972
1413030939	1000	14	16	17	10	4	1	2	6	3	1	0	0	0	0	0	13.50	11.50	1.861539	5.080147	1.528408	25.966307
1413030940	1000	9	13	12	14	3	1	3	5	3	1	1	0	0	0	0	13.50	11.50	1.860733	5.081758	1.525557	25.881433
1413030941	1000	11	14	11	10	3	3	3	4	3	0	0	0	0	0	0	13.50	11.50	1.862344	5.084982	1.525557	25.856827
1413030942	1000	15	15	12	15	4	6	3	1	7	1	1	0	0	0	0	13.00	11.50	1.858315	5.076923	1.525557	25.918390
1413030943	1000	14	15	9	15	4	4	2	1	4	0	0	0	0	0	0	13.00	11.50	1.858315	5.080147	1.522705	25.821182
1413030944	1000	16	19	16	20	7	6	5	8	6	3	4	2	1	1	1	13.00	11.50	1.856703	5.080147	1.521280	25.784899
1413030945	1000	17	10	13	16	4	5	5	4	6	3	3	2	1	1	1	13.00	11.50	1.857509	5.083370	1.524131	25.832870
1413030946	1000	8	17	13	12	4	1	2	6	7	1	0	1	0	0	0	13.00	11.50	1.855898	5.089818	1.514151	25.530283
1413030947	1000	15	13	14	10	3	7	3	3	5	0	0	1	0	0	0	13.00	11.50	1.854286	5.076923	1.521280	25.809479
1413030948	1000	15	17	14	13	5	4	4	3	2	1	1	1	0	0	0	13.00	11.50	1.855092	5.080147	1.518428	25.712334
1413030949	1000	15	11	12	11	5	3	4	1	2	1	0	0	0	0	0	13.00	11.50	1.854286	5.080147	1.517002	25.676054
1413030950	1000	18	11	11	12	6	4	5	2	0	0	0	0	0	0	0	13.00	11.50	1.855092	5.081758	1.518428	25.700079
1413030951	1000	15	7	13	14	0	4	4	3	2	1	0	0	0	0	0	13.00	11.50	1.854286	5.081758	1.511299	25.518730
1413030952	1000	13	7	12	14	2	3	6	3	2	1	0	0	1	0	0	13.00	11.50	1.852674	5.078535	1.514151	25.615717
1413030953	1000	15	11	10	18	4	3	4	2	3	2	0	0	0	0	0	13.00	11.50	1.851062	5.078535	1.515576	25.652014
1413030954	1000	10	11	6	8	4	0	3	2	2	1	0	1	0	1	0	13.00	11.50	1.852674	5.081758	1.511299	25.518730
1413030955	1000	12	6	7	12	1	2	5	1	1	0	0	1	0	0	0	13.00	11.25	1.851868	5.083370	1.512725	25.542799
1413030956	1000	13	10	10	11	2	4	4	2	5	0	1	0	0	0	0	13.00	11.25	1.850256	5.080147	5.838462	135.645752
1413030957	1000	12	15	14	15	3	4	4	7	4	2	2	0	0	1	0	13.00	11.25	1.849451	5.076923	1.511299	25.555347
1413030958	1000	12	11	16	8	2	3	1	2	1	2	0	0	0	1	0	13.00	11.25	1.850256	5.081758	1.511299	25.518730
1413030959	1000	18	17	23	12	4	7	3	6	4	0	1	0	0	0	0	13.00	11.25	1.847839	5.076923	1.505596	25.410130
1413030960	1000	11	11	9	11	4	3	3	0	3	0	0	1	0	0	0	13.00	11.25	1.848645	5.081758	1.508448	25.446192
1413030961	1000	8	15	13	11	2	1	2	6	5	2	0	1	1	0	0	13.00	11.25	1.846227	5.080147	1.502745	25.313238
1413030962	1000	18	15	19	14	7	3	4	4	4	5	0	2	0	0	0	13.00	11.25	1.846227	5.078535	1.508448	25.470547
1413030963	1000	10	18	5	12	3	0	1	3	4	0	0	0	0	0	0	13.00	11.25	1.845421	5.080147	1.505596	25.385801
1413030964	1000	13	12	19	7	1	9	1	5	3	0	1	0	0	0	0	13.00	11.25	1.843810	5.076923	1.505596	25.410130
1413030965	1000	11	10	12	18	0	3	5	2	4	1	0	0	0	1	0	13.00	11.25	1.843810	5.080147	1.505596	25.385801
1413030966	1000	17	17	14	14	5	2	5	5	4	3	0	1	0	0	0	13.00	11.25	1.841392	5.076923	1.499893	25.264910
1413030967	1000	19	15	20	15	3	10	3	2	6	2	0	1	0	0	0	13.00	11.25	1.843004	5.080147	1.495616	25.131830
1413030968	1000	7	13	12	10	1	2	3	2	4	0	0	1	0	0	0	13.00	11.25	1.840586	5.076923	1.501319	25.301210
1413030969	1000	15	11	16	9	3	4	5	4	5	2	1	2	1	2	1	13.00	11.25	1.839780	5.080147	1.501319	25.276957
1413030970	1000	13	8	12	11	1	3	3	1	1	1	0	0	0	0	0	13.00	11.25	1.838974	5.078535	1.498467	25.216494
