quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure
1413027913	1000	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	23.50	21.00	2.357949	5.133334	4.475442	99.780479
1413027914	1000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.357949	5.134945	4.456907	99.278488
1413027915	1000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.357949	5.133334	4.476868	99.816391
1413027916	1000	2	1	0	1	1	0	1	0	1	0	0	1	0	0	0	23.50	21.00	2.356337	5.130110	4.472590	99.779457
1413027917	1000	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.358755	5.131722	4.475442	99.815872
1413027918	1000	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.357143	5.130110	4.452630	99.276459
1413027919	1000	1	2	3	0	0	1	0	1	0	0	0	0	0	0	0	23.50	21.00	2.358755	5.130110	4.472590	99.779457
1413027920	1000	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	23.50	21.00	2.357949	5.130110	4.469739	99.707596
1413027921	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.357143	5.125275	4.449779	99.310387
1413027922	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.357143	5.128499	4.471165	99.778923
1413027923	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.357949	5.128499	4.472590	99.814880
1413027924	1000	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	23.50	21.00	2.358755	5.130110	4.474016	99.815369
1413027925	1000	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.361978	5.131722	4.455482	99.313049
1413027926	1000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.360366	5.133334	4.452630	99.205994
1413027927	1000	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.358755	5.130110	4.478293	99.923157
1413027928	1000	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.361978	5.136557	4.476868	99.745636
1413027929	1000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.361978	5.133334	4.476868	99.816391
1413027930	1000	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	23.50	21.25	2.361172	5.133334	4.404154	97.985191
1413027931	1000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.00	2.360366	5.131722	4.476868	99.851799
1413027932	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.361978	5.134945	4.475442	99.745110
1413027933	1000	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.361978	5.131722	4.466887	99.600380
1413027934	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.361978	5.133334	4.472590	99.708679
1413027935	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.362784	5.134945	4.481145	99.888680
1413027936	1000	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.362784	5.133334	4.479719	99.888199
1413027937	1000	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.362784	5.133334	4.475442	99.780479
1413027938	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.363590	5.134945	4.479719	99.852791
1413027939	1000	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	23.50	21.25	2.364396	5.134945	4.475442	99.745110
1413027940	1000	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.361978	5.131722	4.475442	99.815872
1413027941	1000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.362784	5.131722	4.502532	100.498306
1413027942	1000	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.361978	5.130110	4.456907	99.384232
1413027943	1000	1	4	0	1	1	0	0	0	1	0	0	0	0	0	0	23.50	21.25	2.364396	5.133334	4.478293	99.852295
1413027944	1000	3	1	2	1	0	1	0	0	0	0	0	0	0	0	0	23.50	21.25	2.362784	5.134945	4.468313	99.565636
1413027945	1000	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.363590	5.133334	4.478293	99.852295
1413027946	1000	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.365201	5.138169	4.471165	99.566811
1413027947	1000	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	23.50	21.25	2.365201	5.134945	4.479719	99.852791
1413027948	1000	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.363590	5.131722	4.472590	99.744049
1413027949	1000	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.365201	5.134945	4.461185	99.386169
1413027950	1000	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	23.50	21.25	2.366813	5.136557	4.482571	99.889168
1413027951	1000	0	2	2	1	0	0	0	1	1	0	0	0	0	0	0	23.50	21.25	2.366007	5.136557	4.502532	100.391541
1413027952	1000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.366813	5.136557	4.482571	99.889168
1413027953	1000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.366813	5.138169	4.479719	99.782036
1413027954	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.366813	5.136557	4.479719	99.817406
1413027955	1000	2	1	3	0	1	1	0	1	0	0	1	0	0	0	0	23.50	21.25	2.368425	5.133334	4.471165	99.672760
1413027956	1000	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.366007	5.133334	4.479719	99.888199
1413027957	1000	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	23.50	21.25	2.366813	5.131722	4.446927	99.097542
1413027958	1000	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	23.50	21.25	2.365201	5.130110	4.464036	99.563873
1413027959	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.365201	5.131722	4.474016	99.779961
1413027960	1000	2	1	0	1	1	0	1	0	1	0	0	1	0	0	0	23.50	21.25	2.367619	5.138169	4.474016	99.638550
1413027961	1000	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.366813	5.134945	4.476868	99.780998
1413027962	1000	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.367619	5.136557	4.456907	99.243279
1413027963	1000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.366813	5.133334	4.471165	99.672760
1413027964	1000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.367619	5.134945	4.479719	99.852791
1413027965	1000	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	23.50	21.25	2.368425	5.134945	4.464036	99.457947
1413027966	1000	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.367619	5.133334	4.475442	99.780479
1413027967	1000	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.370037	5.138169	4.476868	99.710289
1413027968	1000	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	23.50	21.25	2.369231	5.134945	4.479719	99.852791
1413027969	1000	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.368425	5.133334	4.474016	99.744576
1413027970	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.368425	5.133334	4.472590	99.708679
1413027971	1000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.369231	5.134945	4.478293	99.816902
1413027972	1000	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.369231	5.136557	4.476868	99.745636
1413027973	1000	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.369231	5.131722	4.454056	99.277138
1413027974	1000	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.370037	5.136557	4.464036	99.422684
1413027975	1000	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.370037	5.134945	4.476868	99.780998
1413027976	1000	3	2	0	2	1	0	2	0	2	0	0	1	0	0	0	23.50	21.25	2.370842	5.138169	4.478293	99.746170
1413027977	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.372454	5.138169	4.479719	99.782036
1413027978	1000	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.372454	5.138169	4.461185	99.315712
1413027979	1000	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.369231	5.133334	4.475442	99.780479
1413027980	1000	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	23.50	21.25	2.371648	5.134945	4.478293	99.816902
1413027981	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.371648	5.136557	4.462610	99.386810
1413027982	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.371648	5.136557	4.475442	99.709747
1413027983	1000	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.370037	5.133334	4.471165	99.672760
1413027984	1000	1	2	2	0	1	1	0	2	0	0	1	0	0	0	0	23.50	21.25	2.370037	5.131722	4.476868	99.851799
1413027985	1000	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	23.50	21.25	2.371648	5.136557	4.476868	99.745636
1413027986	1000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.370842	5.134945	4.472590	99.673332
1413027987	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.375678	5.136557	4.475442	99.709747
1413027988	1000	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.371648	5.134945	4.478293	99.816902
1413027989	1000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.371648	5.133334	4.465462	99.529144
1413027990	1000	1	3	1	2	0	0	0	0	2	0	0	0	0	0	0	23.50	21.25	2.372454	5.136557	4.479719	99.817406
1413027991	1000	3	2	3	1	1	0	0	1	0	0	0	0	0	0	0	23.50	21.25	2.374066	5.138169	4.478293	99.746170
1413027992	1000	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	23.50	21.25	2.373260	5.136557	4.474016	99.673874
1413027993	1000	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.372454	5.133334	4.476868	99.816391
1413027994	1000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.373260	5.136557	4.458333	99.279160
1413027995	1000	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	23.50	21.25	2.371648	5.133334	4.474016	99.744576
1413027996	1000	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.373260	5.138169	4.474016	99.638550
1413027997	1000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.374066	5.136557	4.475442	99.709747
1413027998	1000	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	23.50	21.25	2.374066	5.138169	4.474016	99.638550
1413027999	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.375678	5.138169	4.459759	99.279831
1413028000	1000	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.373260	5.134945	4.479719	99.852791
1413028001	1000	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	23.50	21.50	2.374872	5.134945	4.476868	99.780998
1413028002	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.374872	5.134945	4.478293	99.816902
1413028003	1000	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.378095	5.136557	4.475442	99.709747
1413028004	1000	2	2	3	2	1	0	1	1	1	0	0	1	0	0	0	23.50	21.25	2.376484	5.139781	4.479719	99.746696
1413028005	1000	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	23.50	21.50	2.376484	5.136557	4.464036	99.422684
1413028006	1000	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.374066	5.133334	4.466887	99.565063
1413028007	1000	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.376484	5.139781	4.482571	99.818413
1413028008	1000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.25	2.378095	5.144616	4.479719	99.640793
1413028009	1000	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.376484	5.138169	4.482571	99.853790
1413028010	1000	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.377290	5.138169	4.462610	99.351578
1413028011	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.377290	5.136557	4.479719	99.817406
1413028012	1000	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	23.50	21.50	2.378901	5.136557	4.479719	99.817406
1413028013	1000	3	1	3	1	1	1	0	1	0	0	1	0	0	0	0	23.50	21.50	2.378095	5.138169	4.466887	99.459206
1413028014	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.377290	5.138169	4.481145	99.817909
1413028015	1000	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	23.50	21.50	2.379707	5.141392	4.486848	99.890610
1413028016	1000	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0	23.50	21.50	2.376484	5.133334	4.476868	99.816391
1413028017	1000	2	0	3	1	0	2	0	0	0	0	0	0	0	0	0	23.50	21.50	2.379707	5.141392	4.483996	99.818932
1413028018	1000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.378901	5.139781	4.479719	99.746696
1413028019	1000	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.376484	5.136557	4.482571	99.889168
1413028020	1000	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.378095	5.136557	4.476868	99.745636
1413028021	1000	3	1	1	1	0	1	0	0	1	0	0	0	0	0	0	23.50	21.50	2.379707	5.138169	4.379917	97.271011
1413028022	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.380513	5.141392	4.464036	99.317032
1413028023	1000	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	23.50	21.50	2.379707	5.139781	4.478293	99.710838
1413028024	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.379707	5.143004	4.483996	99.783600
1413028025	1000	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0	23.50	21.50	2.378095	5.136557	4.474016	99.673874
1413028026	1000	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	23.50	21.50	2.379707	5.138169	4.461185	99.315712
1413028027	1000	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	23.50	21.50	2.380513	5.138169	4.479719	99.782036
1413028028	1000	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	23.50	21.50	2.380513	5.138169	4.479719	99.782036
1413028029	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24.00	21.50	2.380513	5.138169	4.465462	99.423332
1413028030	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.380513	5.138169	4.475442	99.674416
1413028031	1000	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	23.50	21.50	2.381319	5.138169	4.481145	99.817909
